Insee - Statistiques locales; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par bassin de vie; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Code;Libellé;Nombre de décès domiciliés 2024;Part des pers. âgées de 75 ans ou + 2022;Taux de pauvreté 2021;Médiane du niveau de vie 2021;Part des non ou peu diplômés dans la pop. non scolarisée de 15 ans ou + 2022;Part des ouvriers dans le nb d’emplois au LT 2022;Part des familles monoparentales 2022;Part des pers. âgées de - 15 ans 2022;Taille moyenne des ménages 2022;Part des locataires dans les rés. principales 2022;Part des locataires HLM dans les rés. principales 2022;Part des résidences principales en suroccupation accentuée 2022;Part des rés. principales dans le total des logements 2022;Part des appartements dans le total des logements 2022;Part des maisons dans le total des logements 2022;Densité de population (historique depuis 1876) 2022
27016;Les Andelys;208;9.7;12.2;22160;27.8;23.4;15.1;19;2.33;29.4;11.5;0.7;85.7;21.4;78;74.4
27051;Beaumont-le-Roger;96;11;12;22520;25.8;28;13.1;17.9;2.18;27.2;9.7;0.3;83.1;10.6;88;66.9
27056;Bernay;394;12.3;14;21920;26.3;25.3;14.8;15.7;2.08;32.4;10.8;0.2;81;17.6;81.6;53.8
27065;Beuzeville;144;7.7;10.8;23560;21.5;40.9;11.8;20;2.34;29.2;6.9;0;78.4;16.5;82.9;93.9
27103;Bourg-Achard;151;7.6;7;24620;18;28.3;9.2;20.8;2.44;20.6;6.5;0;90.2;7.8;91.7;108.6
27105;Grand Bourgtheroulde;43;7.5;5.4;24600;16.9;33.3;11.7;20.8;2.34;24;6.5;0;91.3;14.2;85.4;123.4
27112;Breteuil;158;11.6;13.6;21470;28.3;22.7;15.5;18.2;2.22;27.1;9.7;0.4;78.4;12.4;87;39.5
27116;Brionne;260;10.8;12;22340;27.5;31.9;13.4;17.4;2.24;26.1;8.4;0.4;81.5;9.5;86.5;75.1
27165;Conches-en-Ouche;135;9;10.3;22670;21.8;19.4;15.3;19.1;2.26;26.2;9.6;0.3;84.4;10.9;88.8;57.6
27170;Cormeilles;33;10.2;11.3;22230;24.7;25;15.9;17.3;2.15;26.3;4.5;0;68.2;9.1;90.1;52.6
27198;Mesnils-sur-Iton;66;8.1;8.3;23630;19.8;25.3;12.2;19.3;2.29;19.3;5.5;0.1;84.4;6.2;92.8;49.1
27226;Étrépagny;93;7.3;10.5;22400;25.1;34.1;11.9;19.6;2.45;20.7;5.4;0.4;87.1;7.8;91.7;59.6
27229;Évreux;767;8.7;19;21700;22.2;19.9;21.5;18.7;2.13;49.3;25.7;0.7;89.8;46.8;52.4;251.6
27246;Fleury-sur-Andelle;174;9.2;9.4;22600;26.7;32.1;13.3;18.1;2.28;23;6;0.2;84.6;7.4;91.4;66.5
27275;Gaillon;172;7.1;11.4;23160;22.9;33.3;15.2;19.7;2.36;29.6;14.1;0.6;90;21.2;78.1;168.2
27284;Gisors;331;8.8;11.9;22920;25.1;25.2;18.2;18.6;2.28;33.9;19.3;0.3;88.3;26.7;72.8;110
27306;Guichainville;40;7.7;7.1;24780;18.5;27.2;11.3;21.5;2.55;14.8;4.7;0;94.4;1;98.8;127.7
27375;Louviers;511;7.4;16.6;22200;24;32.1;17;19.7;2.29;43.5;25.2;0.4;90.1;29.6;69.7;193.7
27428;Le Neubourg;180;8.6;7.9;23710;22.1;31.9;12.9;18.6;2.3;26;5.5;0.1;90.9;10;89.7;74.9
27448;Pacy-sur-Eure;150;9.2;7;25880;18.8;22.3;11.3;17.7;2.29;23.7;5.7;0.3;85.7;11.9;87.4;95.3
27467;Pont-Audemer;386;9.2;12.7;22270;24.7;25.9;14.1;18.2;2.2;31.5;13.4;0.3;82.7;16.9;81.8;77.6
27469;Pont-de-l'Arche;182;7.7;8.5;23900;20.7;28.3;14.3;20.4;2.37;29.7;13.2;0.1;92;13.5;86.1;205.4
27507;Saint-André-de-l'Eure;105;8;9.8;22940;21.9;33;15.2;20.7;2.42;25.6;6.6;0.1;87.7;12;87.8;64.6
27679;Verneuil d'Avre et d'Iton;234;11.5;15.5;21370;27.3;29.4;16.5;16.6;2.1;34.1;15.3;0.4;72.5;18;81.5;46.9
27681;Vernon;487;9.1;15.1;23340;21.7;20.9;15.2;18.9;2.25;38.5;17.1;0.8;87.5;34.8;64.2;153.8
28007;Anet;374;8.4;6.9;25340;18.7;23;12.7;19.3;2.39;18.3;3.5;0.5;84.6;10.4;88.1;119.3
28015;Auneau-Bleury-Saint-Symphorien;111;6.6;6.7;24700;19.3;27;13.4;22.1;2.45;19.8;9.2;0.2;88.5;12.3;87.3;61.9
28051;Bonneval;130;10.8;9;23180;23.5;31.2;11.5;18.3;2.24;21.6;6.6;0;81.4;11.3;88.4;39.5
28061;Brou;292;15.4;12.8;21640;31.4;30.3;10.9;15;2.06;22.6;7;0.2;72.1;6.9;92.8;27.3
28085;Chartres;1210;9.9;12.3;23930;20.3;21.7;16.6;17.9;2.11;43.8;22.6;0.5;89.7;45.4;53.9;211.3
28088;Châteaudun;251;13.1;16.9;21210;29.7;26.5;15.9;16.1;2.11;33.9;15.8;0.2;84.8;24.1;75.7;69.5
28089;Châteauneuf-en-Thymerais;115;8.1;7.7;23770;19.9;30.6;13.1;20;2.38;21.4;7.3;0.1;84.8;7.7;91.8;37.3
28103;Cloyes-les-Trois-Rivières;96;14.2;10.7;22590;24.2;32.5;12.5;15.3;2.08;20.6;5.8;0.3;76.5;6.8;91.8;35.7
28116;Courville-sur-Eure;114;8.5;7.3;24270;20.5;26.5;11.6;19.9;2.39;20.6;6.4;0.3;86.6;7;92.4;48
28134;Dreux;804;8.4;17.8;21660;26.9;23.6;16.6;21.4;2.43;35.9;19.6;0.7;88.4;29.9;69.2;157.5
28140;Épernon;152;8.1;6.5;26790;16;27.5;12.3;18.1;2.28;27.8;10.6;0.7;88.2;25.4;74.2;105.1
28196;Illiers-Combray;130;9.8;8;23210;22.7;29.3;13;19.1;2.32;18;6.6;0.4;82.5;8.6;90.7;41.5
28199;Janville-en-Beauce;139;9.9;9.6;22850;25;34.5;12.6;18.5;2.3;21.7;9.2;0.2;83.8;11.3;88.3;33.3
28214;La Loupe;109;11.6;14.5;21360;25.1;22.6;14.6;18.7;2.15;28.3;10.1;0.3;78.9;14.9;84.5;48.2
28227;Maintenon;147;9.2;5.7;26710;17;21.9;13.1;17.8;2.31;18.6;7.5;0.3;87.8;14.9;84.6;136.2
28279;Nogent-le-Roi;150;8.3;8.1;25400;19.9;27.1;13.2;18.1;2.28;22.9;7.1;0.3;85.4;16.9;82.1;99.3
28280;Nogent-le-Rotrou;374;13.9;13.7;21920;27.7;30.7;14.6;14.9;2.05;28;10.4;0.3;74.9;15.1;84.3;42
28373;Senonches;100;14.4;13;21810;29.6;23.4;9.3;15.7;2.05;24.1;11.3;0.2;74.7;9.1;90.2;24.9
28422;Les Villages Vovéens;102;9.3;9;23060;22.8;31.1;12.7;19.8;2.33;19.4;6.4;0.4;83.1;8.3;91.4;26.3
29004;Bannalec;66;10.2;10.2;21930;19;40.2;14.5;16.8;2.14;19.1;4.7;0.5;84.3;7;91.9;67.9
29019;Brest;2357;9.4;13.3;23430;12.9;15.4;16.2;15.6;1.94;44.6;14.8;0.3;89.2;54.9;44.3;661
29020;Briec;120;7.4;9.8;22650;14.5;37.4;12.9;19.8;2.34;22.2;9;0.1;88.3;9.8;89.9;71.9
29024;Carhaix-Plouguer;397;14.1;15.9;21220;18.9;27;14.5;13.4;1.93;23.2;6.8;0.3;74.2;11;87.9;37.5
29026;Châteaulin;286;10.4;11.3;22230;15.1;27;12.6;16.2;2.07;23.9;9.6;0.1;75.2;15.5;83.8;59.5
29027;Châteauneuf-du-Faou;185;13.2;17.1;20500;18.4;34.6;14.1;14.6;1.99;18.1;6.2;0.2;73.8;4.4;95;33.1
29039;Concarneau;559;16.5;10.5;23840;16.6;26.3;13.8;12.1;1.88;29;13;0;72.7;25.5;73.5;187.8
29042;Crozon;249;16.2;10.7;23170;14.1;15.7;14.1;12.6;1.93;19.2;6.2;0.1;54.9;12.5;85.3;83.2
29046;Douarnenez;348;14.4;11.9;22340;15.1;26;16;12.9;1.89;27.8;15;0.2;78.1;26.1;72.5;123.9
29053;Le Faou;110;9.9;6.7;24870;9;16.1;10.3;18.6;2.21;16.3;3.4;0.5;80.2;4.7;94.6;76.6
29058;Fouesnant;306;15.3;6.9;26190;11.8;21.5;9.6;12.8;2;21.3;4.7;0;64.9;22.1;77.6;244.1
29069;Guilers;136;10.4;5.7;24600;11.6;29.4;11.5;19.2;2.39;19.5;9.9;0.1;96.2;11;88.1;199.1
29103;Landerneau;342;9.1;7.1;24120;11.2;24.5;13.6;19.2;2.26;24.8;9.4;0.1;92.6;19.9;79.8;143.8
29105;Landivisiau;320;8.7;10.9;22010;14.4;30.9;12.3;19.5;2.25;24.6;6.5;0;85;11.5;88;80
29113;Lanmeur;93;16.4;10.7;23220;15.9;18.8;14.6;14.2;2.02;17.5;4.3;0;64.9;5.7;91.6;86.7
29124;Lesneven;371;10.9;8.7;22830;14.1;27.9;12.5;17.2;2.19;19.8;5;0.1;78.2;8.1;91.4;119.5
29147;Mellac;41;8.4;6.6;23610;12.4;22.2;13.1;21.2;2.35;17.2;5.2;0;89.9;7.3;92.3;105.5
29150;Moëlan-sur-Mer;185;15.8;8.7;24790;15.4;21.3;10.6;12.7;1.99;15.8;5.4;0.2;59.6;9.7;89.3;139.6
29151;Morlaix;727;12.6;12.3;22510;14;22.4;14.7;15.5;1.99;28.3;9;0.3;78.6;21.4;78;103.7
29160;Plabennec;128;7.7;6.4;24180;10.7;32;12.4;20.2;2.38;21.1;5.7;0;93.7;9.8;89.9;149.7
29162;Pleyben;88;9.7;13.6;21390;13.6;22.2;14;16.2;2.1;22.3;5.2;0.3;78;8;91.6;36.7
29174;Plonéour-Lanvern;83;10.7;9.5;22840;14.6;20.3;16.6;18;2.18;18.1;6.7;0;80.3;6.5;92.6;93.2
29178;Ploudalmézeau;191;12.1;7.1;24100;11.4;23.5;11.4;16.8;2.21;13.7;3.6;0;72.8;3.5;96;127.7
29195;Plouguerneau;194;12.1;7.8;24040;12.4;25.8;12.9;15.6;2.14;18.4;3.9;0.1;76.5;8.9;90.8;207.2
29197;Plouhinec;300;19.1;12.4;22220;16.1;22.6;11.6;10.3;1.87;13.5;5.6;0.1;57.6;9.1;90.3;106
29199;Plouigneau;106;12.2;14.2;22020;16.9;30.6;13.3;15.1;2.12;19.7;6.1;0;76.8;2.9;96.8;35
29218;Pont-Croix;76;14.2;11.6;22140;15.2;29.5;10.7;14.5;2.1;16.1;6.5;0;74.2;5.6;93.6;57.5
29220;Pont-l'Abbé;625;15.6;9;23770;15;22.6;13;12.2;1.94;19.6;5.8;0.1;62.3;11.9;86.6;241
29232;Quimper;1034;10.2;11.4;23210;13;20.4;16.6;15.5;1.93;37.1;13.6;0.2;89.2;41.3;58;280.2
29233;Quimperlé;244;10.1;9.8;22870;14.9;30.3;16.1;17.8;2.11;27.8;9;0;90.7;21.8;77.8;212.6
29241;Rosporden;248;10.2;8.9;22430;15.3;28.6;15;17.4;2.18;18.4;6.6;0.2;85.7;8.8;90.9;74.1
29259;Saint-Pol-de-Léon;407;14;10.5;22890;17;28.1;12.2;13.9;2;24;6;0.1;68.1;15.2;84.1;156.8
29260;Saint-Renan;152;9.4;5.4;24750;11.7;22.1;11.7;18.5;2.28;19.8;6.9;0.1;85.5;12.6;87;160.1
29274;Scaër;108;13.6;14.1;21160;21.9;36.2;11.4;14.2;1.98;15.2;4.4;0.3;78.2;7.2;91.8;35.7
2A004;Ajaccio;958;11.6;14.2;24010;17.4;17.2;17.9;17;2.27;41;9.5;0.5;74.3;60.9;38.6;69.8
2A041;Bonifacio;76;11;17.8;21990;21.3;17.5;17;15;2.14;31.9;7.7;0.4;45.2;28.6;69.3;19.8
2A130;Grosseto-Prugna;113;14.5;14.1;25130;16.5;16.2;17.8;11.5;2.06;23;0.4;0.7;40.7;28.7;70.7;18.8
2A247;Porto-Vecchio;196;9.4;19;22080;19.3;20.8;16.6;16.7;2.22;38;3.2;0.8;38.3;28.5;69.5;39.4
2A249;Propriano;124;14.6;19.7;21340;21;22;17.3;12.7;2.03;33.6;3.9;0.8;45.1;46.6;52;24.5
2A272;Sartène;83;15.1;23.9;20850;17.9;19.7;20.5;11.8;2.03;30.9;4;0.8;45;44.7;54.2;11.2
2B033;Bastia;785;12.1;19.2;22070;20.8;16.7;23;14.6;2.19;45.4;14.4;0.9;82.5;64.1;35.5;153.1
2B042;Borgo;242;8.8;19.6;21430;21.7;24.1;20.8;16.6;2.23;37;5.1;0.7;66.8;39.4;59.9;66.5
2B050;Calvi;125;10.5;19.7;20960;25.6;13.5;18.2;15.3;2.08;40.1;10;0.8;40.2;52.1;47.4;20.7
2B096;Corte;164;12.6;21.1;21020;22.5;14.3;21;9.6;1.77;48.4;2.6;0.4;58.5;52.1;47.1;11.8
2B123;Ghisonaccia;108;12.4;26.2;19940;30.8;31.1;20.1;14.4;2.18;35.7;2.9;1.5;46;36.6;58;16.3
2B134;L'Île-Rousse;130;13.9;20.8;21260;21.8;18.4;19.9;13.5;2.01;33.1;3.1;0.9;42;48.1;50.7;30
2B207;Penta-di-Casinca;209;13.2;22.3;20680;23.7;22.4;19.2;13.9;2.07;33.1;4.3;0.5;49.7;38.4;60.6;51.1
2B251;Prunelli-di-Fiumorbo;101;12.8;18.4;21410;21.6;17;19.7;15.7;2.14;34.1;7;0.6;58.5;29.8;69.8;22.9
2B298;Saint-Florent;61;14.1;19.7;21590;22.9;17.4;17.7;12.9;2.08;28;4.1;0.5;46.4;51.1;48.6;19.4
30003;Aigues-Mortes;405;19.6;15.5;22730;20.8;16.5;16.2;10.2;1.8;35.2;6.6;1.2;27.7;83.6;15.9;209
30006;Aimargues;68;8.1;12.1;22680;22.6;20.7;15.8;20.6;2.37;28.4;4.5;0.9;85.3;14.5;80.9;148.2
30007;Alès;1116;12.4;21.6;20290;23.1;20.3;20;15.9;2.06;41.8;14.2;0.4;89;37.6;61.9;221.6
30010;Anduze;227;12.6;19.5;20620;20.4;22.3;15.8;15.6;2.13;29.8;2.4;0.3;75;20.1;79.1;72.9
30028;Bagnols-sur-Cèze;511;11.4;17.9;22170;21.8;19.2;16;17;2.15;34.2;11.7;0.3;81.6;27.9;71.5;108.6
30029;Barjac;73;13;20.6;20570;19.2;17.6;13.8;13.9;2.01;25.8;3.1;0.1;56.3;11.9;86.5;23.5
30032;Beaucaire;512;9.8;23.6;20180;26.2;24.2;17.2;18.4;2.26;39.2;10.1;0.9;86.9;30.6;68.7;160.6
30034;Bellegarde;56;7.4;14.9;22150;21.4;17.5;17.4;21;2.42;32.1;6.9;0.2;90.7;18.6;79.1;176.4
30037;Bessèges;119;18;31.8;17610;26;15.9;22;12.4;1.86;35.6;8.4;0.7;64.4;39.6;60;75.7
30047;Bouillargues;116;10.5;12.4;23190;18.2;25.3;12.6;18.5;2.35;29.3;6.5;0.4;93.6;19.6;80.1;405.1
30061;La Calmette;50;9.1;14.7;22190;17.6;19.1;14.9;17.4;2.3;28.8;3.9;0.2;85.5;12.8;86.5;86.9
30062;Calvisson;102;9.3;9;25770;13.3;17.1;14.6;18.1;2.32;23.5;3.2;0.2;83.4;11.7;86.5;235.6
30132;La Grand-Combe;259;14.8;30.6;17740;23.1;20.6;20.9;14.1;1.99;36;12.8;0.6;61;28.6;70.3;36.8
30155;Manduel;99;10.1;13.5;22330;20;18.4;15.8;18.7;2.4;29.4;7.6;0.2;93.7;16.2;83.2;269.2
30189;Nîmes;2133;10.6;25;20470;21.3;15;20.8;16.9;2.07;49.2;14.4;1;85.9;56.4;42.6;549.2
30202;Pont-Saint-Esprit;236;11.4;18.3;21790;21.7;17.9;14.9;15.6;2.1;31.8;6.3;0.4;81;25.1;73.7;133.8
30210;Quissac;95;10.4;17.4;21520;17.7;17.8;13.7;16;2.16;28.6;4;0;78;24.3;75.1;55.1
30212;Remoulins;99;8;13.9;22730;17.7;21.6;16.5;18.1;2.3;25.3;1.2;0.3;81.2;14;85;94.7
30217;Rochefort-du-Gard;77;7.9;9.9;25030;13.1;19.4;12.9;18.5;2.36;22;4.5;0;90.1;12.5;86.9;153.6
30221;Roquemaure;121;8.5;14.1;23030;18.2;24.1;13.7;19;2.33;27.4;4.3;0.5;86.9;17.5;82;192.5
30227;Saint-Ambroix;242;13.4;23.5;19380;22.8;13.6;18;14;2.01;29.5;5;0.3;69.1;25.1;74.4;74.6
30255;Saint-Geniès-de-Malgoirès;169;8.3;14.6;22120;18.4;25.1;15.3;19.1;2.38;26.1;2.9;0.3;86.3;12;87.6;97.8
30258;Saint-Gilles;126;9.3;26.8;18590;32.1;28.3;15.6;18.3;2.27;41.4;11.1;0.5;87.4;32.3;67.1;93.8
30263;Saint-Hippolyte-du-Fort;105;13.2;25;19650;21.5;17.8;16.9;14.7;2.01;32.4;3.7;0.1;69.5;23.9;75.4;38.5
30269;Saint-Jean-du-Gard;74;15;29.1;18090;19.9;16.5;15.7;11.6;1.88;30.4;2.6;0.4;52.2;23;75.7;16.2
30321;Sommières;216;8.9;13.4;23510;15.8;17;16.2;18.4;2.29;27.7;3.7;0.7;85.7;18.6;81;116.5
30334;Uzès;317;13.7;17.1;22440;18.6;17.7;14.6;13.7;2.06;30.1;4.9;0.2;71;22.2;76.7;66
30341;Vauvert;163;9.2;18.5;20980;23;21.4;16.7;19.1;2.29;37.4;14.6;0.4;91;29.7;68.6;127.8
30344;Vergèze;146;8.8;10.3;24210;16.9;25.6;15.4;18.7;2.34;27.8;4.4;0.3;86.5;15;84.4;418.1
30350;Le Vigan;189;14.6;25.9;18980;22.3;14.9;17.2;12.9;1.91;29.3;5.1;0.2;54.7;21.9;77.4;21.6
31033;Auterive;172;8.8;12;22770;18.6;22.5;15.6;19.3;2.33;28;5.2;0.4;89.6;16.8;82.8;88.7
31042;Bagnères-de-Luchon;79;18.5;15.4;21420;16.9;15.1;18.2;9.8;1.81;30.2;1.7;0.2;27.4;59.3;39.9;17.2
31066;Bessières;121;8.2;8.2;24440;15.1;25;13.6;21.2;2.4;22.5;6.4;0;91.6;11.5;88.3;113.7
31080;Boulogne-sur-Gesse;80;17.7;21.4;19600;24.1;15;12.6;12.3;2.05;20.2;4.5;0.3;76;8.3;89.3;21.3
31106;Caraman;63;8;8.9;25060;13.7;10.3;15.9;18.3;2.35;20.9;2.7;0;88.6;8.7;90.2;46.2
31107;Carbonne;254;11.3;15.9;22070;18.3;18.3;15.7;16.6;2.17;24.7;3.4;0.3;83.4;10;88.9;53.8
31135;Cazères;184;11.9;16.2;21530;19.3;19.4;15.3;17.5;2.18;25.6;3.7;0.1;81.1;15.4;83.3;45.4
31202;Fronton;69;8.5;10;24740;14.7;16.3;16.4;20.3;2.42;23.3;6.3;0.1;91.2;18;81.7;140.2
31232;Grenade;167;6.6;10.6;24260;14.3;18.4;15.4;21.9;2.38;30.6;7.8;0.1;90.7;20.8;77.6;118.4
31239;L'Isle-en-Dodon;69;16.4;21.4;20050;23.5;17.1;12.3;12.7;2.03;17.2;2.6;0;72.8;5.8;93.6;20.7
31324;Martres-Tolosane;57;12.3;14;22050;18.7;25.7;17.9;15.9;2.15;27.9;6.4;0.5;83.5;11.7;86.6;62.1
31358;Montastruc-la-Conseillère;47;7.2;6.2;28010;9.6;15.6;11;21.3;2.45;17.6;4.7;0;92.9;11.6;88.2;142
31390;Montréjeau;394;16;17.6;21080;19.4;16.3;17.1;13.5;2;22.4;2.2;0.1;62.4;12.1;86.8;32.4
31396;Nailloux;70;6.8;9.2;24960;11.2;12.1;14.8;22.9;2.42;35;8.3;0.4;89.1;24.5;74.2;105.4
31399;Noé;35;7;9.7;23590;16.1;26.9;19.4;21.5;2.45;24.1;7.2;0.4;92;9.7;89.6;184.1
31421;Pins-Justaret;136;9.8;7;26970;12.6;14;14.1;17.9;2.28;26.4;8.7;0.1;94.5;18.6;81.1;493.6
31451;Revel;327;14.4;15.1;21810;20.6;23.9;16.8;14.5;2.07;31.2;4.1;0.2;82.8;15.9;83.1;57.6
31454;Rieumes;126;8.4;8.6;23870;16.8;15.8;12.5;18.8;2.38;21.2;4;0.3;89.7;10.7;88.5;68.6
31483;Saint-Gaudens;485;14.6;18.6;21290;19.9;19.2;16.4;14.7;2.03;27.9;4;0.3;78.7;20;79.3;46.1
31499;Saint-Lys;149;8.8;8.4;24760;16.6;12.5;14.2;19.4;2.41;24.8;7.5;0;90.6;17.5;81.9;122.3
31523;Salies-du-Salat;134;15.3;15.6;21460;20;17;15.7;13.2;2.01;24;4.3;0.4;76.8;15;84.5;42.8
31555;Toulouse;7248;7.5;15.1;24520;12.4;13.3;18.6;16.7;2.01;52.2;13;0.6;90.6;61.2;38.1;832.3
31573;Verfeil;38;6.9;6;27190;11.2;15.3;9.1;20;2.45;19.8;1.7;0;91.1;9.6;90.1;69.9
31574;Vernet;68;7.7;7.1;26230;11.5;14;12.7;20;2.42;18.8;5;0.1;92.9;6.7;92.5;151.7
31582;Villefranche-de-Lauragais;252;8.1;7.5;25440;14.1;18.6;13.1;19.9;2.4;22.4;5.1;0.1;91.3;10.1;89.4;78.1
31584;Villemur-sur-Tarn;141;10.1;12;22440;21.4;21.7;13.5;19;2.33;23.6;4.8;0.4;87.4;14.5;84.6;72.9
32013;Auch;430;13.1;14.1;23000;17.6;15.6;18;14.6;1.94;41.7;11.5;0.3;88.3;36.9;62.6;68.1
32096;Cazaubon;129;17.4;19.8;20080;24.6;22.4;9.2;12;1.98;24.9;1.9;0;59.1;29.2;70;12.7
32107;Condom;215;16.8;18.9;21000;24.9;24.2;14.8;12.9;2;27.3;6.8;0.4;76.1;13;86.4;28.9
32119;Eauze;144;15.8;19.6;20560;26.6;31.6;11.5;13.3;2.06;25.1;4.9;0.8;74.1;12.4;86.8;26.2
32132;Fleurance;182;14.6;15.1;21590;22.1;22.8;15.7;13.9;2.05;28.7;4.2;0.3;81.4;13.3;86;31.6
32147;Gimont;130;12.7;12.7;22840;18.4;25.8;13.7;16.2;2.21;21.8;2.1;0.1;81.3;9.3;89.5;26
32160;L'Isle-Jourdain;218;8.4;8.5;25140;14.7;16.5;15.5;20.7;2.33;27.3;4.5;0.3;89.6;15.7;83.9;58.6
32208;Lectoure;82;18.1;16.4;21750;19.7;18.5;16.1;14;2.05;27.3;6.3;0;74.1;16.2;83.1;27.2
32233;Marciac;58;20.1;19.6;20600;23.2;20.9;7.8;10.1;1.9;23.1;7.5;0;72.9;12.1;86.9;17.9
32242;Masseube;137;16.2;17.5;21240;21.1;18.6;13.5;12.4;2.06;21.6;1.7;0.3;78.4;10.7;88.4;20.7
32249;Mauvezin;92;14.1;14.1;22280;20;20.6;14.2;15.6;2.09;24.6;5.6;0.2;78.9;12.2;86.8;24.6
32256;Mirande;163;15.9;17.3;21330;21.1;22.3;12.5;12.8;2;25.1;3.7;0.3;80.9;14.5;84.1;22.7
32296;Nogaro;106;16.1;18.9;20970;22.6;28.4;14.1;14.2;2.05;29.7;4.6;0.4;82;16.2;83.3;29.9
32319;Plaisance;125;17.6;19.9;20300;24.3;24;12.1;10.1;1.93;20.7;3.6;0.3;75.9;9.4;88.7;21
32344;Riscle;60;16;15.1;20980;22;29;16.7;11.8;1.97;20.1;3.6;0.5;77.7;10.1;89;25.8
32410;Samatan;121;14;11.9;22970;16.8;16.2;11.9;15.8;2.16;21.8;3.5;0;83.2;11;88.4;32.8
32462;Vic-Fezensac;194;16.6;17.3;21370;22.2;16.4;14.9;12.9;2.01;22.7;2.7;0;77.7;11.1;87.9;19.7
33005;Andernos-les-Bains;266;18.9;7.5;26830;14.4;13.5;12.5;10.4;1.92;25.8;4.3;0.1;68;14.7;85;127.6
33011;Arès;136;19.6;7.7;25530;17.8;8.3;14.7;11.7;1.89;29.9;4.4;0;64.5;15.4;84.4;134.2
33036;Bazas;342;12.9;15.2;21330;21.2;26.2;13.2;15.1;2.11;29.5;3.9;0.4;81.7;11;88;14.8
33042;Belin-Béliet;107;6.4;8.2;24110;14.9;18.9;12.3;21.1;2.41;24.9;7.2;0.2;88.2;10.2;89.3;28.8
33051;Biganos;314;7.7;7.3;24900;13.9;19.3;14;19;2.33;28.8;8.4;0.2;91.3;17.1;82.6;128.9
33058;Blaye;403;11.3;17.5;20920;23.6;23.9;16.3;16.4;2.15;30;3.6;0.5;82.4;11.2;87.6;77.6
33063;Bordeaux;7410;8.3;13.2;24770;13.5;14.8;18.1;16.2;2.02;52;17;0.5;91.3;56.2;43.1;810.1
33081;Cadillac-sur-Garonne;136;8.8;12.5;22180;19.2;19.4;15;16.5;2.19;30.6;4.7;0.1;86.8;14;85.6;118.5
33104;Castelnau-de-Médoc;105;6.6;8;24140;15.5;23.2;9.9;20.8;2.47;21.1;3.6;0;91.8;7.8;91.7;52.8
33108;Castillon-la-Bataille;273;12.6;19.7;20640;24.8;30.6;13.8;15.7;2.14;27.5;3;0.4;80.5;11;88.5;76
33114;Cavignac;183;7;13.7;21640;21.2;20.3;13.3;20.5;2.46;24.3;2.3;0.4;90;7.3;91.5;102.8
33138;Coutras;440;12.7;18.1;20460;26.4;22.9;15.6;16;2.14;29.8;5.3;0.3;83.9;8.8;89.7;58.9
33140;Créon;162;7.8;9;24000;16.2;19.1;15;19.5;2.37;23.7;4.7;0.1;92.2;9.3;90.2;112.1
33203;Hourtin;32;11.6;12;23480;16.5;18.8;10.7;14.6;2;27.9;4.8;0;50.3;16.8;80.7;21.1
33213;La Brède;97;5.7;5;27270;9.7;18.7;9.5;21.7;2.56;17.9;2.1;0.3;93;5.7;94;66.9
33214;Lacanau;89;13.2;10.7;24900;12.4;16.2;14.3;13.8;2.01;20.3;4.1;0.2;27.2;25.6;72.7;20
33226;Langoiran;45;8.3;10.6;23620;14.6;19.9;17.6;18.2;2.23;24.5;1.8;0.3;88.5;11.4;88;183
33227;Langon;421;10.3;13;22230;19.6;22.2;16.3;17.6;2.17;33.1;5.1;0.5;89;16.6;82.6;112.2
33236;Lège-Cap-Ferret;146;14.5;9.6;25870;14;20.2;11;13.7;2.1;22.5;4.3;0;39.2;10.5;88.3;34
33240;Lesparre-Médoc;276;12.5;16.1;21030;24.9;21.6;14.7;13.9;2.04;26.1;2.6;0.2;64.2;7.6;87.1;39.2
33243;Libourne;1021;9.8;13.1;23040;19.5;25.4;15.8;17.9;2.22;32.8;7.3;0.4;88.4;19.2;80.2;152.8
33314;Pauillac;227;8.9;13.4;21800;26.9;40.5;13;19;2.32;28.3;5.2;0.6;85.1;10.8;88.5;70.1
33327;Podensac;217;8.1;7.8;24100;16.1;26.7;11.8;20.1;2.42;22.2;2.4;0;91.3;6.5;93;113.2
33352;La Réole;169;11;20.7;20160;25;23.1;14.9;16.4;2.17;31.2;3.7;0.5;86.8;15.3;83.4;76.4
33366;Saint-André-de-Cubzac;452;8;11.3;22870;18.4;23.2;14.3;19.7;2.36;27.5;5.6;0.3;91.2;11.7;87.8;203
33402;Sainte-Foy-la-Grande;389;14.2;20.9;20200;24.7;25.3;17;15.2;2.11;29.2;5.1;0.5;79.7;10.7;88.2;56
33478;Saint-Seurin-sur-l'Isle;67;12.6;17.1;20120;29.5;30.5;15.2;15;2.1;34.4;11.1;0;85.5;10.6;86.8;113.7
33498;Salles;60;7.7;6.1;25440;13.4;24.5;9;19.6;2.46;18.8;4.8;0;88;7.4;89.7;46.3
33506;Sauveterre-de-Guyenne;77;11.2;17.4;20510;24.7;32.7;11.5;16.5;2.18;28;4.5;0.3;83.1;7.4;92.1;35.5
33514;Soulac-sur-Mer;171;19.3;15.9;21930;20.3;12.1;14.9;9.9;1.9;23.8;3.2;0.2;36.1;15.5;80;62.6
