Insee - Statistiques locales; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par bassin de vie; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Code;Libellé;Nombre de décès domiciliés 2024;Part des pers. âgées de 75 ans ou + 2022;Taux de pauvreté 2021;Médiane du niveau de vie 2021;Part des non ou peu diplômés dans la pop. non scolarisée de 15 ans ou + 2022;Part des ouvriers dans le nb d’emplois au LT 2022;Part des familles monoparentales 2022;Part des pers. âgées de - 15 ans 2022;Taille moyenne des ménages 2022;Part des locataires dans les rés. principales 2022;Part des locataires HLM dans les rés. principales 2022;Part des résidences principales en suroccupation accentuée 2022;Part des rés. principales dans le total des logements 2022;Part des appartements dans le total des logements 2022;Part des maisons dans le total des logements 2022;Densité de population (historique depuis 1876) 2022
54099;Val de Briey;368;9.7;15.5;22560;21.6;21.3;14;18.1;2.25;24.7;4.8;0.1;86.5;21;78.4;88.7
54159;Dombasle-sur-Meurthe;311;10.4;10;23650;19.3;26.1;13;16.4;2.23;27.7;8.6;0.4;91;27.5;72;177.1
54273;Jarny;261;9.4;12;22470;19.1;24;15.9;17.1;2.21;28.9;8.6;0.2;89.6;21.7;77.8;56.9
54280;Jœuf;390;10.2;17.2;21370;22.9;37.6;16.6;17.9;2.22;30.1;6.7;0.4;89;33.3;66.2;398.5
54322;Longuyon;211;9.7;15.8;22360;23.6;25.7;14.9;17.2;2.23;24.3;2.9;0.2;83.9;20.2;79.1;30.6
54323;Longwy;530;8.7;20.9;23030;25.8;23.7;16.8;17.9;2.19;41.2;19.9;0.4;90.6;40.4;58.9;317.5
54328;Ludres;167;10.9;5;26730;13.7;35.5;12.8;16.2;2.27;18.6;6.6;0.1;94.2;15.1;84.3;140.2
54329;Lunéville;429;11;14.9;21690;21.3;21.4;17.2;16.5;2.12;36.4;11.2;0.2;87.6;38.9;60.3;63.4
54395;Nancy;2711;9.1;17.5;22980;17.5;14.1;19.6;15;1.92;53.1;17.4;0.5;88.1;66.9;31.8;514.6
54397;Neuves-Maisons;183;10.3;8.7;23950;19.4;22.1;14.8;16.1;2.22;24.6;6.4;0.4;91.1;21.9;76.7;143.2
54431;Pont-à-Mousson;445;8.6;11.8;23260;19.8;26.8;14.2;18.5;2.29;30.2;8.2;0.5;89.2;29.6;69.3;72.3
54528;Toul;453;8.7;12.4;22850;20.8;26;15;17.9;2.26;31.8;11.1;0.5;90;27.4;71.8;69.5
54563;Vézelise;113;9;8.3;24000;17.5;19.6;11.9;18.1;2.27;19.1;3;0.3;84.4;14.4;84.1;35
54580;Villerupt;379;8.4;17.2;25920;26.2;19.6;16.2;17.2;2.2;31;7.5;0.5;90.8;35.2;63.9;230.3
55029;Bar-le-Duc;378;12;13.4;22830;22.3;19.7;13.9;14.5;1.97;35.1;15.5;0.1;85.5;34.5;64.3;46.7
55122;Commercy;215;10.4;16;21210;24.7;27.7;16.4;17.4;2.17;32.7;13.1;0.2;86;24.5;75.2;35.7
55181;Étain;73;10.2;17.7;21070;23.3;21.6;17.1;17.4;2.27;32.4;7.5;0.4;87.7;16.9;82.6;31.8
55291;Ligny-en-Barrois;142;12.3;12.6;22050;27.8;47.2;12.7;14.5;2.06;26.7;12.8;0.1;83.2;19.5;79.7;25.7
55351;Montmédy;59;7.9;15.4;22820;24;20.3;14.6;16.4;2.17;25.3;5.5;0.2;79.3;18.2;81.3;32.1
55427;Revigny-sur-Ornain;150;10.9;13.7;21290;29.1;33.4;11.7;16.3;2.15;24.8;8.2;0;85.1;14.6;84.5;27.4
55463;Saint-Mihiel;183;11.2;14.7;21650;24.4;31.6;16.6;15.3;2.1;24.9;4.6;0.4;80.3;16.5;82.9;20.9
55502;Stenay;160;12.7;19.8;20620;28.6;32.6;14.6;16.1;2.11;25.1;3.2;0;71.5;12.4;86.7;16.1
55533;Vaucouleurs;73;12.2;15.8;21600;28;23.3;15.4;16.5;2.14;26.1;5.9;0;79.2;13.1;85.8;23
55545;Verdun;431;10.6;14.9;21940;21;22.9;15.9;16.4;2.07;36.5;11.7;0.2;86.1;31.6;67.5;38.3
56001;Allaire;124;12.6;12.4;21750;19;27.6;10.8;15.7;2.17;20.5;3.6;0.2;81.2;4.5;94.9;78.4
56003;Arradon;84;18.1;5.5;30120;8.8;12.9;9.5;12.5;2;27.3;7.4;0;79.5;24.4;74.8;314.8
56007;Auray;662;12.2;9.6;24370;13.4;21.5;12.2;15.5;2.06;30.9;8.9;0.1;75.3;24.6;74.5;222
56010;Baud;186;10.2;9.6;22240;18.6;33.5;11.2;18.1;2.22;19;2.3;0.2;83.5;8.3;91.5;73.8
56013;Belz;189;13.5;9.7;23780;16.4;22.1;12;13.9;2.04;22.5;3.9;0.2;61.3;15.4;80.1;152.7
56034;Carnac;145;19.1;8.9;26260;12.7;19.8;10.3;10.8;1.89;23;4.5;0.2;32.3;34.2;65.3;145.4
56053;Elven;131;7.1;8.7;23050;13.3;29.1;11.8;21;2.39;24.5;7.9;0.1;89.3;11.6;87.1;94.7
56057;Le Faouët;183;14;16.9;20680;21;27.2;13;14.3;1.99;17.9;4.3;0.2;75.2;5.4;92.8;35.3
56061;La Gacilly;166;12;12.3;21550;21.7;31.4;11.9;15.2;2.07;22;4.2;0.3;79.2;4.7;94;57.2
56066;Gourin;74;14.4;15.3;20430;20.5;29.7;14.7;12.9;1.94;17.5;1.4;0.4;76.7;7.7;91.6;38.7
56067;Grand-Champ;75;7.7;6.8;23870;13;27;7.9;20.5;2.46;18.8;4.8;0;91;5.7;93.9;84.9
56073;Guémené-sur-Scorff;116;15.2;20.4;20110;24;23.4;15.9;13.8;2.04;18.5;2.9;0.5;67;5.4;93.2;24.7
56075;Guer;87;9.5;9.9;22310;19;31.4;14;18.6;2.24;30.1;4.3;0.4;81.8;13.3;86.3;68.2
56078;Guidel;106;10.2;6.4;26610;12;31.6;9.3;15.7;2.11;28.5;8.6;0;78.7;21.9;77.5;234
56083;Hennebont;444;9.1;9.6;23030;15.7;30.4;14.5;17.9;2.17;28.2;11.4;0.1;91.1;21.9;77.8;174.3
56091;Josselin;161;13.4;13.3;21560;23;38.1;10.8;14.8;2.11;20.3;4.9;0.3;76.7;6.2;92.4;42.4
56098;Lanester;371;12;13.6;21910;18.6;25.1;17.4;17.5;2.1;37.7;20.4;0.3;92.7;37.6;62.1;496.7
56117;Locminé;398;9.4;10.3;22160;19.7;38;12.2;18.4;2.25;23.3;4.9;0.4;85.8;9;90.1;60.9
56121;Lorient;1302;13.3;14.3;23210;16.4;17.7;17;14;1.88;42.8;16.7;0.3;85.2;50.8;47.5;645.9
56124;Malestroit;198;11.3;10.1;22210;19.1;32.5;8.9;17.1;2.19;21.7;4.2;0.1;82;6.8;92.6;60.6
56127;Mauron;100;14.1;16.8;20720;24.9;39.9;10.5;16.1;2.09;20.3;3.4;0.2;73.3;6.4;93.3;41.1
56143;Muzillac;187;13.4;8.3;23920;18.1;29.8;9.6;14.3;2.08;24.6;4.4;0.1;58.1;14.2;84.4;91.2
56147;Nivillac;136;10.4;9.5;22790;16.4;32.1;8.7;17.5;2.18;25.5;1.9;0;78.9;9.1;89.2;84.3
56152;Le Palais;82;13.5;11.2;23490;14.2;19;17.4;13.3;1.93;25.9;7;0.2;40.7;11.6;86.9;65.3
56164;Ploeren;43;8;7.3;26080;9.7;29.5;12;16.7;2.18;33.4;11.1;0;91.7;23.8;74.5;331.8
56165;Ploërmel;285;10.6;10.3;22680;19.7;25.5;13;16.9;2.15;26.3;4.6;0.2;82.5;13;86.3;73.1
56166;Plouay;272;11.2;12.4;21680;19.1;26.8;12.3;17;2.16;19.3;3;0.2;81.8;7.5;91.7;46.5
56169;Plouhinec;89;14.1;9.3;24270;16.1;26.4;11.5;11.7;2.01;21.7;9.5;0;63.2;7.9;85.7;160.9
56177;Pluvigner;136;8.5;8.3;22760;12.9;32.2;9.7;20.2;2.35;19.8;3.1;0.3;88.6;8.6;90.9;115.7
56178;Pontivy;474;11.6;12.5;22210;19.7;30;13.5;16.7;2.09;28.4;6.2;0.6;83.1;20.1;79.2;71.1
56184;Questembert;242;10.5;11;22250;19.9;27.3;12.5;17.5;2.18;23.5;3.4;0.2;81.6;7.5;91.8;74.4
56186;Quiberon;136;21.4;9.6;24660;15.2;23.8;7.9;8.8;1.82;25.1;9.3;0.2;30.2;38.2;61.2;347.7
56193;Riantec;208;15.3;9.9;23410;17.3;13;15.7;13.4;1.97;25.4;7.7;0;80;19.3;79.9;669.4
56240;Sarzeau;284;20.3;8.2;26780;15.5;20.8;10.1;9;1.87;22.3;5.3;0.1;33;21.6;77;150.1
56251;Theix-Noyalo;137;8.4;7.1;24790;11.7;29.8;10.1;18;2.27;25.6;8.7;0.2;89;12.5;86.8;138.9
56260;Vannes;1035;12.3;12;24330;13;16.3;16.6;14.4;1.9;45.8;15.5;0.3;85.7;54;45.3;520.5
57019;Amnéville;668;9.8;15.5;22420;21.9;33.7;16.6;16.3;2.17;40.6;16;0.5;91.4;48.1;51.2;569.4
57089;Bitche;238;10.6;12.7;22470;25.5;25;10.9;13.9;2.18;20.3;2.3;0;83.3;19.2;80.1;52.6
57097;Boulay-Moselle;141;8.7;11.2;23590;19.6;22.1;13;18;2.32;27.2;5.5;0;91.4;26.6;73.1;72.8
57106;Bouzonville;202;7.6;14.2;23190;20.7;28;11.2;18;2.4;17.8;1.4;0.5;87.1;16.9;82.8;69.1
57132;Château-Salins;158;10.6;10.7;22750;22.4;19.3;12;17.7;2.23;25.4;1.9;0.7;86.1;19.5;80;29.5
57160;Creutzwald;404;10.1;16.1;21830;24;28.6;14.4;15.5;2.17;30.7;11;0.1;89.7;32.6;67.1;288.2
57177;Dieuze;135;12.3;15;21310;25.1;25.5;15;15.6;2.1;27.9;4;0.1;83.1;25.2;74;25.3
57207;Farébersviller;190;9.2;18.3;21010;25.9;30.7;12.9;16.9;2.35;33.9;16.5;0.3;90.8;37.9;61.6;224.9
57209;Faulquemont;154;9.1;12.7;22340;23.9;36.8;16.3;16.8;2.28;28.6;10.5;0.3;91.6;24.4;74.8;97.6
57227;Forbach;735;9.9;24.2;19610;29.1;25;17.8;16.7;2.21;43.8;19.3;1;87.3;55;44.3;762.5
57240;Freyming-Merlebach;354;11.6;22.3;19590;30.6;20.1;17.8;17.4;2.21;44.7;24.1;0.4;86.6;48.2;50.2;629.5
57269;Guénange;155;8.8;10.3;26160;16.6;28.2;12.7;18.4;2.34;23.9;10.9;0.2;95;25.8;74;473
57323;Hettange-Grande;127;6.3;9.3;34150;12.3;15.4;11.7;18.3;2.24;24.4;2.9;0.1;92.2;35.2;64.6;170.5
57413;Longeville-lès-Saint-Avold;57;9;10.3;23480;16.2;28.6;12;16.2;2.18;24.2;1.1;0;90.4;24.1;75.1;103.5
57443;Marange-Silvange;110;9.3;10;25150;19.4;25.7;11.9;18.4;2.39;23.2;11.8;0.1;94.8;22.4;77.1;359.8
57463;Metz;2687;8.6;16.5;23620;17.7;17.8;17.5;16;2.06;48.7;17.8;0.5;89.7;62.3;36.5;331.8
57483;Morhange;185;9.6;15.6;21390;25.6;35.8;13.9;17.2;2.29;25.1;2.7;0.1;87.2;21.5;78.1;37.9
57540;Phalsbourg;145;8.7;9.4;23550;18.9;25.7;14;16.3;2.25;23.9;3;0.3;87.2;20;78.3;108.5
57556;Puttelange-aux-Lacs;128;9.3;12.8;22520;22.7;20.5;11.7;15.1;2.27;19;1.5;0.1;81.8;16;83.8;105.6
57572;Rémilly;102;7.1;7.3;24540;15;20.1;10.7;19.2;2.43;18.8;1.1;0;91.2;14.2;85.4;48.4
57589;Rohrbach-lès-Bitche;122;9.8;8.4;23800;21.9;23.5;12.9;15.6;2.29;17.5;0.4;0.2;90.2;14.2;85.6;83.4
57606;Saint-Avold;369;9.9;18.3;21460;23.7;25;15.3;15.7;2.17;37.3;17.3;0.3;86.7;45.5;54.2;243.5
57628;Sarralbe;164;9.8;12.4;22660;25.6;31.7;13.5;15.8;2.25;23.5;0.5;0.3;86.5;22.1;77.5;92.5
57630;Sarrebourg;661;11;12.8;22360;23.8;27;14.8;15;2.14;26.1;2.7;0.3;77;25.2;73.9;52.2
57631;Sarreguemines;562;10.6;14.7;22990;21.1;28.5;16.7;13.6;2.05;35.3;9;0.2;88.9;40.2;58.4;254.5
57672;Thionville;1767;9.1;17.3;23990;20.1;21.3;17.2;17.7;2.19;38.2;13.9;0.3;90.4;49;50.3;317.3
58059;La Charité-sur-Loire;268;15.1;14.6;22050;24.8;20.4;12.9;14.4;1.96;23.6;6.2;0.3;70.7;13.8;85.5;31.2
58062;Château-Chinon (Ville);203;18.7;19.5;20330;24.8;22.3;12.9;10.9;1.86;19.9;3.5;0.3;51.3;9.3;90.4;13.8
58079;Clamecy;411;16.2;17.5;20890;27.5;28.5;15.6;13.3;1.92;22.4;6.7;0.1;58.5;10.3;89.2;17
58083;Corbigny;151;17.8;16.5;21090;26.1;19.1;13.9;10.7;1.86;18.2;1.1;0.1;53.9;6;93.4;13.2
58086;Cosne-Cours-sur-Loire;640;15.2;14.4;22070;25;24.9;14.8;14;1.96;23.3;6.2;0.4;68.6;10.6;88.9;31.1
58095;Decize;335;16.2;15.6;20760;26.7;26.8;14.5;12.3;1.91;24.9;6.4;0.1;75.8;15.8;83.2;22.9
58134;Imphy;86;12.1;13.9;21500;24.5;37.3;13.2;14.1;2.02;27;9.3;0.2;82.7;22.3;77.4;37.5
58149;Luzy;88;20.5;18.2;20110;26.5;19.4;10.2;11;1.89;21.2;5.5;0;64.2;9.4;90.1;12.7
58194;Nevers;1207;12.8;15.3;21890;21.1;21.8;15.8;15;1.97;36.4;14.8;0.2;81.8;33.3;65.9;66
58218;Prémery;64;17.1;17.1;20600;25;28.6;9.4;12.8;1.93;21.4;3.1;0.3;60.3;7.4;92.3;13.6
58264;Saint-Pierre-le-Moûtier;70;13.1;19.4;20320;25.5;30.1;16.7;14.5;2.04;24.5;4.2;0;72.8;10.4;89;21.1
59011;Annœullin;184;6.3;10;23820;20.1;21.4;15.7;18.2;2.38;27.9;16.3;0.2;95.4;14;85.9;971.1
59015;Arleux;166;8.4;11.5;22460;21.2;19.2;13.7;17.8;2.34;22.6;7.5;0.3;86.2;4.6;93.2;187.7
59017;Armentières;882;8.4;14.1;22700;21.5;25.3;16.3;18.7;2.28;37.9;17.4;0.3;93.1;25.9;73.5;387
59033;Aulnoye-Aymeries;234;9.1;21.8;19430;21.8;26.3;19.5;18.1;2.21;40.5;24.6;0.1;91.6;13.9;85.3;256.3
59036;Avesnes-sur-Helpe;291;9.4;20.3;20560;24.6;26.6;17.5;17.2;2.2;35.1;9.5;0.2;87;15;84.1;71.5
59037;Avesnes-les-Aubert;125;9.5;17.3;20340;24;21.3;16.9;18.5;2.35;26.2;5.2;0.1;89.7;3.8;95.3;227.5
59051;La Bassée;371;6.9;12.4;22710;20.3;28;14.2;19.5;2.41;32.7;16.8;0.2;94;10.9;88.5;437.9
59053;Bavay;116;7.7;13.8;23230;18.1;29.5;14.3;18.1;2.37;24;8;0.4;89.6;5.5;93.8;119.6
59067;Bergues;249;9.2;10.8;23360;20.6;30.6;10.8;18.1;2.36;29.2;13.3;0.1;91.7;13.4;83.7;152.3
59094;Bourbourg;125;8.6;15.7;20780;24.7;32.5;15;19;2.34;38.5;15.8;0.7;90.1;14.2;84.3;122.1
59107;Bray-Dunes;108;11.2;11.3;23330;20.2;12;12.4;15.3;2.24;23.6;11.9;0.1;55.7;30.2;59.2;212.7
59122;Cambrai;1031;9.9;16.7;21200;23.3;28.7;17.5;17.3;2.17;35.8;10.8;0.3;90;21.4;78;141.9
59136;Le Cateau-Cambrésis;171;8.8;26.3;18550;29.9;25.9;20.1;19;2.33;36;7.1;0.5;85.4;13.1;86.6;97.3
59139;Caudry;401;9;21.2;19670;27.5;32.2;18;19.1;2.29;33.2;8.9;0.4;89;13.2;86.7;205.3
59168;Cysoing;84;8.5;6.5;28200;13.4;12.6;11.8;18.4;2.41;22.2;6.7;0.1;93.8;11.4;88.5;310.7
59172;Denain;731;7.4;28.2;18010;28.2;27.6;20.5;21.7;2.45;44.2;26.3;0.7;90.9;12.5;87.1;549.5
59178;Douai;1701;8.7;19.9;20590;23.5;29.8;18.2;18.7;2.28;42.5;24.1;0.4;90.9;24.2;75.2;503.4
59183;Dunkerque;1609;8.9;19.8;20630;24.7;25.5;18.7;17.9;2.17;48;31.3;0.3;91.6;44.4;54.3;701.8
59239;Flines-lez-Raches;34;7.8;9;24460;14.5;26.1;14.1;19;2.41;25.4;11.1;0;93.9;12.5;87.4;295.4
59249;Fourmies;213;10.3;31.6;17390;31.9;24.5;25.6;19.8;2.17;48;23;0.6;88.3;21.4;77.7;220.1
59273;Gravelines;275;7.1;13.9;22060;23.5;24.2;15.3;18.7;2.34;38.6;23.1;0.2;88;15.2;83.8;246.7
59295;Hazebrouck;342;10;13.2;22290;22.9;23.2;15.1;17.6;2.26;34.3;10.6;0.3;93.4;20.1;79.3;225.6
59324;Jeumont;191;8.1;30.1;18200;26.1;25.4;25.3;21.6;2.34;45.2;27.7;0.2;92.9;19.6;80.3;515.1
59331;Landrecies;118;9.1;19.9;20250;26.8;23.8;17.6;18.9;2.31;32.4;9.4;0.2;88.8;13.1;86.5;87.6
59350;Lille;7779;7.1;20.4;21980;20.8;15.1;20.1;18.7;2.17;51.3;22.5;0.8;91.8;51.2;47.9;2202
59375;Marchiennes;70;7.6;9.7;24830;16.6;18.4;12;19.3;2.42;19.1;6;0.3;92;7.9;92;197.8
59392;Maubeuge;827;8.6;28.9;18220;25.8;29.2;21.4;19.8;2.3;43.2;23.9;0.5;90.2;24.6;74.8;348.6
59400;Merville;433;7.9;10.8;22960;21.4;28.2;12.5;19.4;2.43;27.6;11.6;0.2;92.9;11.1;88.7;270
59449;Orchies;203;7.8;8.1;25470;16.2;26;12.6;18;2.34;29.3;11.3;0.1;93.3;16.4;83.2;254.7
59462;Phalempin;61;9.2;5.5;26880;13.4;32;15;16.4;2.27;22.3;6.4;0.5;94;17.9;82;430
59466;Pont-à-Marcq;199;6.7;5.8;28220;14.4;30.2;11.9;18.2;2.42;21;6.4;0.4;93.9;11.3;88.4;326.9
59481;Le Quesnoy;264;9;13;23170;19.8;23.2;14;18.1;2.35;25;8.1;0.3;90.4;9.5;89.4;92.9
59484;Quiévrechain;115;7.4;28.7;17610;27.9;34.5;22.3;22.7;2.51;45.3;26.3;1;89.4;16.3;83.1;581.2
59526;Saint-Amand-les-Eaux;411;7.9;12.9;23520;19.6;28.1;16.7;18.5;2.36;29;11;0.2;91.1;14.9;84.7;276.4
59571;Solesmes;136;9.7;18.2;20620;22.7;30.9;17.7;18.1;2.37;24.6;4.1;0.4;88.6;5.1;94.8;111.2
59574;Somain;867;8.3;19.8;20050;24.8;31.6;18.1;19.5;2.39;38.6;22.3;0.4;92.1;7.7;91.3;419.1
59580;Steenvoorde;155;8.2;10.6;23660;19.2;28.4;10.1;19;2.4;23.1;6.2;0.1;90.9;8;90.8;112.1
59601;Trélon;96;9.5;21.4;19510;28.7;28.4;18.4;18.2;2.19;34.3;11;0;82.7;14.4;85.4;61.4
59606;Valenciennes;1672;8;22.3;20110;22.4;25.8;20.7;18.4;2.17;48.4;23.2;0.5;89.4;32.9;66.3;698.7
59616;Vieux-Condé;381;7.9;27.4;18270;30.2;22.3;22.1;19.9;2.41;43.8;26.1;0.5;91.3;12.2;87.1;527.5
59653;Wavrin;168;7.7;8.3;25310;17.7;20.6;14.1;19;2.41;25;12.4;0.1;94.3;11.4;88.5;471.1
59663;Wormhout;177;9.3;9.6;23200;20.5;28.3;10.5;19.1;2.43;22.9;4.7;0.1;91.7;7.1;91.3;98
60057;Beauvais;888;8;17.4;22140;23.7;22.5;20.2;18.9;2.21;45.3;22.2;0.9;89.7;42.9;56.4;180.7
60103;Bresles;151;6.7;8.6;23930;22.6;35;13.8;19;2.41;27.1;10.9;0.5;91.9;13.7;85.3;99.7
60104;Breteuil;144;8.5;13.5;21780;23.6;26.6;15.6;19.8;2.38;29.6;11.9;0.2;87.3;10;89.5;51.9
60141;Chantilly;371;11.4;6.9;30740;13.9;13.4;13.4;15.8;2.12;34;12;0.4;89.7;45.9;53.3;391.4
60143;Chaumont-en-Vexin;117;8.6;7.1;25040;20.5;22.1;12.9;19.3;2.44;22.9;7.5;0.3;89.8;12.5;86.2;72.8
60157;Clermont;267;7.9;8.3;24600;19.6;18.3;15.9;18;2.25;34.3;18.1;0.5;94.1;30.4;69.1;250.6
60159;Compiègne;952;8.5;13.5;23570;20.9;24;18;18.1;2.17;43.9;18.6;0.7;89.5;43.7;55.1;173.4
60175;Creil;745;5.8;25.5;19430;30.4;23.4;21.5;23.9;2.58;54.4;34.7;2.5;93.3;53.8;44.2;731.9
60176;Crépy-en-Valois;269;8.6;8.3;24690;21.9;30.6;13.5;18.5;2.34;31.1;11.9;0.6;92.5;29.1;70.5;98.1
60178;Crèvecœur-le-Grand;95;9;12.3;22220;26.3;19.8;12.8;19.7;2.42;29;11.3;0.1;88.2;11.7;87.2;51.4
60223;Estrées-Saint-Denis;103;6.6;6.2;24990;19.1;31.9;14.1;19.7;2.41;21.8;6.9;0.1;92.3;9.3;90.4;74.1
60245;Formerie;60;9.5;16.6;20480;30.8;37.2;14;17.9;2.25;28.4;8.9;0.3;85.5;8;91.2;57.8
60286;Grandvilliers;198;9.8;13.4;21820;25.8;35.7;14.4;19.1;2.33;29.2;13.3;0.2;85.6;12.9;86.6;51.3
60360;Liancourt;323;7.5;10.1;23760;23.2;22.2;15.4;18.8;2.35;27.9;12.8;0.4;91.8;22.9;74.8;234.4
60395;Méru;389;6.1;10.5;23970;20.8;29.4;15.4;21.6;2.56;25.8;13;0.7;91.2;20.1;79.2;163.9
60471;Noyon;361;8.8;18.1;21330;26.9;28.5;16.8;18.7;2.32;33.9;16.3;0.7;88;24.4;74.5;103.2
60500;Le Plessis-Belleville;158;4.6;5.8;26320;16.6;32.9;13;21.8;2.62;24.8;9.1;0.5;93.3;23.3;76.4;129.3
60509;Pont-Sainte-Maxence;207;7.5;13.1;23570;22.1;23;19.5;19.9;2.33;39.4;21.5;1.2;92.2;35.7;63.4;282.2
60533;Ressons-sur-Matz;57;7.4;9;23690;21.7;37.4;13.5;19;2.37;20.8;5.4;0;87.5;8.9;89.6;67.8
60581;Saint-Just-en-Chaussée;206;7.3;11.8;22040;26.1;33.8;15.3;19.7;2.37;31;14.6;0.5;91.7;17.3;82.2;74.9
60612;Senlis;187;9.7;8.7;28520;15.5;22.6;18.4;18.6;2.21;40.9;18.7;0.4;87.7;48.2;51.4;133
60636;Thourotte;268;9;9.8;23760;22.6;31.6;13.5;17.7;2.28;26.5;13.7;0.2;91.4;16.6;82.6;184.7
60667;Verberie;59;7.1;8;24860;20.9;28.2;12.7;18.9;2.28;35.2;14.9;0.6;91.1;28.5;71.2;117.3
61001;Alençon;673;11.5;15.5;22040;24;22.9;14.7;16.4;2.04;40.3;19;0.3;88.6;29.2;69.7;101.1
61006;Argentan;385;12.8;16.1;21340;27.2;25.6;13.5;15.5;2.05;38.4;20.2;0.2;84.4;24.1;74.9;44.7
61038;Bellême;139;15;12.2;22050;27.1;25.7;13.7;13.8;2.04;25.8;8;0;68.1;5.1;94.6;26
61145;Domfront en Poiraie;227;16.3;15.9;20880;28.9;32;10.8;13.5;2.01;26.8;8.5;0.1;71.3;8.6;89.9;29.2
61168;La Ferté Macé;423;15;13.8;21320;27.5;35;10.8;14;2.02;28.7;7.3;0.1;69;19.5;79.6;37.2
61169;Flers;546;13.3;15.1;21260;27.1;28.4;13.2;16.1;2.09;33.5;12.5;0.2;84.7;21.7;77.7;89.2
61181;Gacé;54;13.8;19.1;20820;28.7;40.8;14;14.7;2.06;31;11;0.5;73;11.9;87.4;22.7
61214;L'Aigle;452;12.9;16.5;21310;28;30.6;15.4;15.8;2.06;31.9;12.7;0.4;77.6;16;83.4;40.1
61293;Mortagne-au-Perche;385;14.3;15.4;21520;25.6;24.5;13.3;14.6;2.05;28.8;12.3;0.2;71.2;9.5;89.8;28.4
61464;Sées;172;12.4;14;21370;26;27;13;17.1;2.13;31.6;10.5;0.3;79.5;15.1;84.1;29.5
61486;Tinchebray-Bocage;89;12.6;14.3;20840;25.7;36;10.4;16.5;2.17;28.7;8.9;0.2;78.8;9.7;89.8;50.4
61508;Vimoutiers;145;17.1;19.2;20290;34.3;26.5;10.4;13.6;2.03;33.8;15.8;0.3;69.5;19.4;78.9;33.2
62014;Aire-sur-la-Lys;558;8.7;14.5;21240;21.6;31.6;13.6;18.9;2.37;24;6.1;0.2;90.4;6.6;92.2;131.3
62038;Ardres;153;6.9;13.3;21800;20.5;25.5;11;19.6;2.48;24.9;5.6;0.3;89;3.6;94.8;105.2
62041;Arras;1221;8.7;14.8;22990;17.6;22.4;18;17.6;2.14;41.1;19.7;0.4;91.1;35.1;64.5;208.3
62045;Aubigny-en-Artois;66;7.5;8.6;24230;15.4;37.9;11.4;19.4;2.44;18.6;3.4;0.1;92.1;6.5;93.2;79.8
62048;Auchel;753;9.1;19.3;20080;24.3;26.5;16.2;18.8;2.33;36.2;14.9;0.3;90.1;8.3;91.5;258.8
62057;Audruicq;169;6.3;13.3;22170;20.3;23.7;11.4;21.1;2.51;27.3;7.2;0.2;89.2;3.8;92;133.8
62060;Auxi-le-Château;107;11.5;22.4;19550;30.8;27.5;12.5;17.2;2.26;26.6;7.8;0.4;79.6;2.5;96.9;36.8
62080;Bapaume;218;9;14;21500;23.9;36.9;15.9;17.9;2.31;24.8;7.9;0.3;89.5;9.3;90.3;59.2
62108;Berck;295;12.1;14.3;22080;23.8;16.7;15.3;13.6;1.99;38.3;13.7;0.2;58.8;36.4;57.1;256.3
62119;Béthune;772;8.5;16.5;21900;20.6;21.3;16.9;17.1;2.19;38.4;14.1;0.2;90.8;23.8;75.4;490.9
62160;Boulogne-sur-Mer;1179;9.4;20.5;20130;26.5;26.8;19.4;17.4;2.14;51.3;27.5;0.4;83.6;47.6;51.9;491.2
62178;Bruay-la-Buissière;498;8.6;24.8;18540;24.7;19.2;19.5;18.8;2.29;51.2;29;0.4;91.5;11.2;87.4;435.5
62193;Calais;1028;8.3;23.2;19710;26.6;22.2;19.4;18;2.16;46;22;0.4;88.6;37.8;61;536.1
62268;Desvres;178;9;15.8;20800;24;32.1;12.7;19.5;2.45;25.8;4;0.2;87.6;4.5;94.1;60.7
62318;Étaples;398;12.1;13.8;22170;23.1;23.5;13.2;14.7;2.11;33.2;12.8;0.1;40.3;42.8;56.4;170.4
62361;Frévent;120;11.2;22.2;19130;30.1;24.6;17.7;17.7;2.31;32;12.4;0.6;83.9;7.3;91.1;49.4
62364;Fruges;92;9.8;19.7;19640;23.7;35.3;11.3;17.6;2.3;31.3;5.7;0.3;83.6;6.5;92.5;42.5
62397;Guînes;83;6.7;18.3;20550;25;18.6;15.1;19.7;2.52;28.2;11.4;0;92;6.1;91.8;160.9
62447;Hesdin-la-Forêt;196;12.4;20.2;20070;27.5;28.9;12.2;15.7;2.17;31.6;8.5;0.1;82.1;8.4;89.9;58.5
62497;Leforest;127;7.7;17.2;20820;24;25.1;15.1;20.1;2.46;36.4;21.9;0.5;94.4;4.3;94.7;854.1
62498;Lens;3582;8;23.3;19150;26.7;26.3;19.2;19.8;2.33;50.2;31.3;0.5;92.4;19.2;80.2;1030.6
62534;Lumbres;132;7.4;14.2;21140;21.7;31.3;11.3;19.8;2.45;24.2;6.2;0;90.7;4.3;94.8;83
62560;Marquise;220;8.5;15;21480;21.1;27.9;14.8;19;2.44;27.2;10.1;0.3;79;8.8;90.5;112.4
62588;Montreuil-sur-Mer;312;9.3;13.2;21770;20.4;26;12.1;18.8;2.31;25.7;8.4;0.3;81.5;7.3;88.7;61
