CartoSanté; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par bassin de vie; ; ; ; ; ; ; ; ; 
Code;Libellé;Part des bénéf. ophtalmo. dans pop. 2024;APL Médecins généralistes 2023;Densité d'orthophonistes lib. 2024;Densité de généralistes lib. 2024;Densité d'infirmiers lib. 2024;Densité de sages-femmes lib. 2024;Part des bénéf. en ALD dans la pop 2024;Densité des pharmacies pour 10 000 hab. 2024
36044;Châteauroux;29.5;3;14.1;6.3;14.2;2.9;20.4;3.3
36045;Châtillon-sur-Indre;29.9;3.7;16.6;14.9;19.9;3.2;24.2;6.6
36046;La Châtre;27.5;2.9;4.1;5.4;16.1;1.6;N/A - secret statistique;3.3
36088;Issoudun;28.6;2.2;19.3;2.7;12;0;20.5;3.9
36093;Levroux;30.7;2;15.6;4.7;10.9;0;19.9;3.1
36228;Valençay;29.8;2.3;12.3;7.4;14.7;0;24.5;6.1
37003;Amboise;15.8;3.8;56.3;8.6;9.8;2.9;17.9;3.4
37011;Avoine;29.8;4.9;48.6;8.5;12.2;4.8;18.7;2.4
37014;Azay-le-Rideau;28.7;3.9;29.8;8.9;9.9;2;16.1;3
37027;Bléré;20.4;4.3;51.5;11.3;10.8;2;17.5;2.6
37031;Bourgueil;30.6;4.1;19.1;10.5;15.3;3.8;19.1;3.8
37062;Château-la-Vallière;23.3;3.1;130.5;13.1;6.5;4.3;18.9;4.4
37063;Château-Renault;24.8;3.9;13.1;6.6;6.6;2.6;18.3;2
37072;Chinon;28.5;4.3;32.9;11.8;15.8;2.5;20.1;3.3
37104;Esvres;29;3.4;50.9;9.6;11.3;2.2;15.1;2.8
37115;Descartes;26.4;2.9;26;11.7;22.1;2.5;27.1;3.9
37119;L'Île-Bouchard;29.1;3.7;93;13;16.7;3.6;21.4;1.9
37123;Langeais;29.6;3.7;40.1;7.6;7.2;1.6;17;2.4
37130;Ligueil;27.4;3.4;37.5;10;16.2;2.5;19;2.5
37132;Loches;26.6;3.5;28.7;8.1;10.5;0;20.5;3.8
37159;Monts;31.5;3.3;50.6;9.4;7.2;1.4;15.9;2.9
37196;Richelieu;26.5;2.9;26.7;4;14.7;2.7;22.3;2.7
37226;Sainte-Maure-de-Touraine;29.4;3.3;19.8;4.6;9.9;0;19.1;3.3
37261;Tours;26.1;4.4;63.9;10;9.2;2.9;16.2;3.1
38001;Les Abrets en Dauphiné;34.9;3;39.9;5;15;2;17.5;2.5
38006;Allevard;25.3;3.4;34.7;11.6;11.6;4.6;16.1;3.5
38013;Apprieu;35.6;3.4;26.1;5.9;16.9;2.6;16.2;2.6
38022;Les Avenières Veyrins-Thuellin;33.5;2.2;8.9;1.8;15.9;1.8;18.7;2.7
38034;Beaurepaire;28.6;2.2;17;5.5;16.2;3.4;18.7;2.1
38052;Le Bourg-d'Oisans;29.4;5.8;62;14.5;14.5;2.1;13.7;7.2
38053;Bourgoin-Jallieu;36.4;4.3;35.2;8.6;13.7;5;15.6;2.3
38085;Charvieu-Chavagneux;28.1;2.8;30.5;6.3;12.2;2.2;15.4;2.6
38130;La Côte-Saint-André;33.8;2.8;33.7;7.9;18.3;3;18.3;3
38138;Crémieu;31.5;2.6;29.9;7.5;3.7;0;16.3;1.5
38140;Crolles;33.5;3.5;21.2;12.7;12.7;9.8;15.2;3.5
38185;Grenoble;24.9;4.6;42.2;9.9;14.7;3.1;15.2;3.3
38189;Heyrieux;34.9;2.6;50.9;6.8;13.2;0.7;15.7;2.7
38247;Montalieu-Vercieu;32.9;2.2;31.2;3.7;11.2;1.3;16.9;1.9
38261;Morestel;34.6;1.5;22.4;2.8;12.3;4.4;17.8;2.2
38269;La Mure;21.4;3.6;43.6;7.9;16.6;1.7;17.8;2.6
38314;Pontcharra;22.6;4.7;36.9;8.8;14.3;5.5;15;1.4
38315;Le Pont-de-Beauvoisin;27.6;2.7;27.9;8.4;12.8;1.6;16.9;2
38337;Rives;35;3.9;23.9;8.4;18.6;1.2;17.1;2.4
38344;Roussillon;30.6;3;27.5;6.3;16.7;2.1;17.3;3
38384;Saint-Étienne-de-Saint-Geoirs;35.5;3.2;10.1;9.1;14.2;2;17.4;2
38399;Saint-Jean-de-Bournay;34.8;2.6;7.6;9.9;19.1;4.5;17.4;2.3
38412;Saint-Laurent-du-Pont;26.6;3.8;49.8;8.7;18.7;3.7;17;3.1
38416;Saint-Marcellin;24.7;2.8;25.3;6.7;16;3.3;19.3;3
38509;La Tour-du-Pin;35.4;3.3;23.8;6.6;15.1;2.1;16.4;2.4
38511;Le Touvet;29.5;4.4;44.4;11.3;17.8;2.9;14.3;3
38517;Tullins;31;2.9;40.7;7.3;22;4.7;16.1;2.4
38544;Vienne;33.9;3.2;36.9;8.6;18.1;2.9;16;2.5
38545;Vif;25.7;2;31;9.8;15;2.1;14.9;2.6
38548;Villard-de-Lans;24.6;5.7;45.3;15.4;19.9;7.2;14.7;3.6
38553;Villefontaine;33.5;4.3;24.6;7.8;9.8;4.4;14.7;2
38557;Villette-d'Anthon;33.5;1.9;58.5;10.2;11.7;5.7;15.8;1.5
38559;Vinay;28.3;2.2;59.5;3.4;21.2;1.7;N/A - secret statistique;1.7
38562;Vizille;26;2.6;27.2;7.3;15.4;2.7;17.8;2.7
38563;Voiron;36.5;4;62.4;10.9;17.9;3.7;17.9;3.2
38565;Voreppe;31.5;4.2;56.9;9.8;16.3;4.8;16.4;2.4
39013;Arbois;29.9;4.2;70.2;5.3;15.8;3.4;17.3;5.3
39056;Bletterans;31.2;4.1;38.4;17.3;16.3;0;17.7;2.9
39097;Champagnole;33.6;3.3;26.5;6.9;14.8;1;18.4;3.2
39128;Chaussin;24.3;2.5;10;4;16.1;2;19.6;3
39154;Clairvaux-les-Lacs;28.9;3.9;20.6;10.3;18.5;4.1;19;4.1
39198;Dole;27.5;4.6;23;9.4;14.7;3.6;18.2;3.1
39300;Lons-le-Saunier;31.8;3.8;16.4;5.3;10.3;1.6;20.9;3.7
39333;Moirans-en-Montagne;27.5;3.6;46.1;9.2;6.9;4.6;18.8;2.3
39368;Hauts de Bienne;26.2;2.7;36.5;6.1;7.3;2.5;15.4;3.6
39397;Orgelet;30;3.2;50.2;7.5;15.1;5;18.3;2.5
39434;Poligny;28.7;3.3;17.4;8.7;13.9;0;N/A - secret statistique;2.6
39470;Les Rousses;23.8;3.4;15.1;7.5;6;3;11.3;3
39475;Saint-Amour;29.4;2.1;15.2;5.1;14.7;2;19.3;3
39478;Saint-Claude;28.7;3.2;13.6;6.3;11.3;1.8;19.3;3.6
39487;Saint-Laurent-en-Grandvaux;28.8;2.8;0;8.8;7.3;2.9;14.9;2.9
39500;Salins-les-Bains;28.2;4.1;27.5;11;13.1;1.4;18.2;3.4
39526;Tavaux;23;3.9;24.3;9.7;13;0;19.9;2.4
40001;Aire-sur-l'Adour;29.4;3.8;15.1;11.1;17.6;2;N/A - secret statistique;3.5
40046;Biscarrosse;35.4;4.9;29.9;10;22.9;1.9;20.8;2.5
40065;Capbreton;32.3;5.8;59.5;21.2;37.7;3.7;22.8;4.6
40075;Castets;25.1;3.6;52;8.7;46.8;6.8;19.8;1.7
40088;Dax;25.5;4.5;32.8;11.1;21.4;2.2;20.8;3.1
40119;Hagetmau;30.7;3.4;13.1;6.6;14.4;3.9;21.7;2
40133;Labenne;31.4;6.2;56.4;5.6;16.9;2.7;16.5;2.8
40184;Mimizan;33.9;3.8;16.3;9.8;21.8;2.1;25;3.3
40192;Mont-de-Marsan;28.2;4.1;17;9.3;20.1;1.6;19.3;3.1
40194;Montfort-en-Chalosse;25.6;3.2;20.4;9.2;17.4;2;19.8;3.1
40197;Morcenx-la-Nouvelle;26.6;3.9;16.3;11.4;18;1.6;22.1;4.1
40217;Parentis-en-Born;31;4.3;34.1;9.8;17.6;2.9;19.5;2.9
40224;Peyrehorade;31.5;3.5;23.3;9.8;24.2;4.6;19.1;3.3
40233;Pouillon;28.1;3.5;22.4;11.2;13.5;8.7;20.2;2.2
40245;Roquefort;29.6;3.1;40.7;8.1;16.3;0;20;2.7
40282;Saint-Sever;29.2;3.1;10.2;5.1;9.2;4;18.4;2
40284;Saint-Vincent-de-Tyrosse;31.4;5.5;28.4;11.4;19.5;3.2;19.1;2.4
40296;Seignosse;34.1;5.6;32.7;13.1;17.4;4.3;18;3.3
40310;Soustons;30.4;4.7;35;12;21;2.9;23.2;3.5
40313;Tartas;25.5;3.5;29.9;7;16;0;20.4;3
41018;Blois;32.8;3.2;23.4;6.8;10.9;2.2;N/A - secret statistique;2.5
41059;Le Controis-en-Sologne;32.1;3;50.2;5;10.9;1.6;19.2;3.3
41106;Lamotte-Beuvron;37;3.2;23.4;7.8;14;1.5;19.5;2.3
41136;Mer;32.4;2.6;14.6;5.9;8.1;2.9;17;2.9
41143;Mondoubleau;31.1;0.8;0;4.5;9;0;20.7;2.2
41149;Montoire-sur-le-Loir;33;2.7;29.8;6;8.9;5.9;19.8;4
41151;Montrichard Val de Cher;24.8;3.3;36.5;10.3;11.6;0;21.1;4.3
41167;Veuzain-sur-Loire;26.2;3;0;9.8;11.4;3.2;19.5;3.3
41173;Beauce la Romaine;28.6;1.3;25.7;1.3;3.9;0;17.4;1.3
41194;Romorantin-Lanthenay;26.7;2.8;2.7;5.2;10.7;1.1;20.4;2.5
41198;Saint-Aignan;26.6;2.9;33.4;5.8;20.9;0;20.1;4.2
41232;Salbris;28.9;1.8;0;3.4;12.3;4.3;21.2;4.5
41242;Selles-sur-Cher;27.6;2.5;0;5;15;1.2;21.5;3.1
41269;Vendôme;34.4;2.3;23;6.9;10.5;2.4;N/A - secret statistique;3.6
42011;Balbigny;25.1;2.9;13.3;6.7;17.3;0;16.7;2.7
42019;Boën-sur-Lignon;23.2;2.9;7.2;6.5;32.4;1.4;N/A - secret statistique;1.4
42023;Bourg-Argental;22.8;2.6;0;10.7;10.7;3.1;18.6;3.1
42052;Charlieu;31.8;2.2;13.6;5.5;14.6;2.7;18.8;2.7
42059;Chazelles-sur-Lyon;26.6;3.4;19.8;10.9;10.9;5.9;16.2;3
42094;Feurs;24.3;3.3;17.4;7;25.5;1.1;20.1;2.9
42103;La Grand-Croix;21;3.7;35;7;21.9;1.7;17.2;2.6
42147;Montbrison;24.9;3.2;31.8;8.6;18.3;1.9;18.1;2.4
42149;Montrond-les-Bains;25.9;3.5;25.2;8.2;25.9;2.5;16.5;1.9
42165;Panissières;26;2.6;35.1;7;19.3;0;16.6;1.8
42168;Pélussin;28.9;2.5;63.3;9.5;14.8;2.1;16.8;2.1
42182;Renaison;34.7;2.4;24;7.7;17.3;6.7;19;2.4
42186;Rive-de-Gier;24.2;2.8;20.9;7;18.8;1.5;15.9;2.3
42187;Roanne;34.2;3.2;23.5;7.6;15.9;2.1;19.8;3.1
42204;Saint-Bonnet-le-Château;23.4;3.1;14.9;8.9;31.3;3;18.2;1.5
42218;Saint-Étienne;23;3.8;33;8.7;21.9;2.4;18.1;2.9
42222;Saint-Galmier;26;3.4;29.2;9.7;13.6;1.9;14.6;1.9
42230;Saint-Germain-Laval;28.7;2.5;14.5;5.8;21.7;2.9;20.3;1.4
42279;Saint-Just-Saint-Rambert;25;4.6;35.1;10.5;22.3;1.4;16.6;2.3
43040;Brioude;27.8;3;13.7;8.2;24.6;1.3;N/A - secret statistique;2.7
43051;Le Chambon-sur-Lignon;20.4;4.5;37.9;10.1;29;2.5;21.6;5
43080;Craponne-sur-Arzon;19.5;3.4;16;9.6;42.4;3.2;22.4;4.8
43087;Dunières;18.2;3.9;35.9;10.8;15.6;0;19.6;3.6
43112;Langeac;18.5;2.9;8.1;8.1;41.4;3.2;22.3;4.1
43137;Monistrol-sur-Loire;23.3;4;36;8.5;16.2;2.7;18.2;2.7
43157;Le Puy-en-Velay;18.9;3.8;28.1;10;21.3;1.6;21.5;3.7
43162;Retournac;20.4;2.9;0;10.9;23.9;0;21.3;2.2
43200;Saint-Julien-Chapteuil;19.7;2.8;0;8.6;25.8;0;18.1;2.2
43216;Saint-Paulien;17.3;3;31.8;7.9;27;0;N/A - secret statistique;3.2
43224;Sainte-Sigolène;22.7;3.2;35.8;9.5;23.9;0;19.8;2.4
43234;Saugues;17;0.1;0;0;23;11.9;21.6;2.9
43244;Tence;16.8;4.2;21.8;8.7;41.4;0;20;2.2
43268;Yssingeaux;19;3.3;31.2;6.2;28.1;5;17.9;1.9
44002;Aigrefeuille-sur-Maine;30;3;54.7;6.6;7.7;2.2;14.6;2.2
44003;Ancenis-Saint-Géréon;30.6;2.7;45.3;7.9;9.1;3.4;15.3;2.8
44015;Blain;33.4;3;45.3;6.8;11.3;3.4;15.1;2.3
44036;Châteaubriant;35.6;2.9;24.7;6.5;10.5;1.8;19.1;3.7
44043;Clisson;32.4;3.9;44.9;8.6;8.2;1.5;15;1.9
44051;Derval;32.9;2.3;24.9;6.2;5;0;16.9;2.5
44055;La Baule-Escoublac;37.7;4.2;42.3;10.6;17.1;2.6;24.2;4.2
44067;Guémené-Penfao;30.3;1.9;22;4.4;19;2.9;17.7;2.2
44072;Herbignac;24.7;3.1;43.3;5.9;12.2;1.5;18.8;2.8
44073;Héric;32.6;3.9;67.7;10.2;10.2;0;14.5;2.3
44081;Legé;29.9;2.8;34.5;9.1;8.6;1.7;15.5;3
44082;Ligné;32.1;2.5;69.1;3.1;3.1;3.1;12.8;1.5
44084;Le Loroux-Bottereau;29.9;3.7;55.3;11.9;7.7;4.2;15.5;2.1
44087;Machecoul-Saint-Même;26.3;2.8;60.9;4.4;7.8;3.3;17.5;2.2
44109;Nantes;29.2;4.8;53.2;10.6;7.1;3;14.1;2.5
44110;Nort-sur-Erdre;33.5;2.6;51.4;6.5;7;3.7;14.6;2.8
44113;Nozay;34.6;3.1;33.5;4.5;8.4;2.2;15.5;1.7
44120;Le Pellerin;28.6;3.3;43.5;5.2;8.7;7;14.6;1.7
44129;Pontchâteau;25.4;3.2;25.4;6.2;9.7;1.8;16.5;2.8
44131;Pornic;35.5;3.4;44.5;8.6;11.5;3;21.7;2.9
44154;Saint-Brevin-les-Pins;30.9;3.3;32.1;6.4;9.6;2.5;18.9;3.5
44158;Saint-Étienne-de-Montluc;32.2;2.8;44.3;7.9;7.9;2.9;13.1;2.5
44180;Vallons-de-l'Erdre;31.5;2.2;12.1;1.2;4.8;0;17.7;1.2
44184;Saint-Nazaire;27.8;3.8;42.9;9.9;10.8;3;19.1;3
44186;Sainte-Pazanne;29.1;2.4;62;6.6;7.5;4.4;14.8;2.7
44188;Saint-Philbert-de-Grand-Lieu;29.5;2.9;40.3;7;7;4.4;13.9;2.2
44195;Savenay;29.7;3.4;32.8;7.2;7.9;2;14.2;2.6
44209;Treillières;34.2;3.2;60.2;9;5.5;4;12.3;1.5
44212;Vallet;31.6;3.4;53;7.6;6.8;2.3;13.4;2.6
44213;Loireauxence;28;2;53.3;2.7;8;0;16;2.7
45028;Beaugency;25.4;2.5;17.2;5.2;8.6;1.7;16.9;2.2
45030;Beaune-la-Rolande;29.7;1.4;0;2.6;8.6;0;18.8;2.6
45031;Bellegarde;30.7;1.3;14.7;2.9;7.4;0;19.2;2.9
45053;Briare;33.1;2.7;12.5;6.3;13.8;1.2;N/A - secret statistique;3.1
45082;Châteauneuf-sur-Loire;31.5;2.5;23.5;5.6;8.4;2.7;16.4;2.8
45085;Châtillon-Coligny;30.3;1.7;8.1;2.4;8.9;0;N/A - secret statistique;1.6
45115;Courtenay;28.3;1.3;17.4;0.9;18.3;1.7;20.4;1.7
45145;Ferrières-en-Gâtinais;28.2;1.2;21.2;1.1;11.7;0;19.1;2.1
45146;La Ferté-Saint-Aubin;37.1;2.5;26.6;6;12;5.2;16.5;3.3
45155;Gien;30.4;2.8;12.2;4.5;9.3;0;19.9;2.4
45173;Jargeau;33.8;2.9;15.1;4.5;10.1;1;16;2.5
45187;Lorris;31.9;1.6;10.6;4.2;14.8;2.1;19.9;2.1
45191;Le Malesherbois;30.1;2.2;9.4;3.8;6.6;0;17.9;2.8
45203;Meung-sur-Loire;31.7;2.7;17.3;6.5;8.2;1.7;17.1;2.6
45208;Montargis;27.6;2.4;14.3;4.4;12.8;0.8;18.7;2.4
45224;Neuville-aux-Bois;35.7;1.9;14.1;4.7;5.2;1.9;15.4;2.3
45234;Orléans;34.9;3.1;26;7.2;7.5;2.1;N/A - secret statistique;2.5
45248;Patay;29.9;1.5;11.4;3.4;11.4;0;15.1;2.3
45252;Pithiviers;32;1.7;15.6;3.1;7.4;0;16.5;1.9
45258;Puiseaux;30.3;1.8;21.9;4.4;16.4;0;17.7;2.2
45315;Sully-sur-Loire;27.4;2.5;18.6;6;10.2;1.8;19.1;2.8
46042;Cahors;26.3;3.4;26.2;8.1;22.8;2.3;20.4;3.4
46045;Cajarc;30.9;2.5;29.6;7.4;32.5;0;22.1;3
46063;Castelnau-Montratier;23.3;1.4;50.5;0;45.5;0;21.7;5.1
46102;Figeac;28.7;2.9;43.2;6.9;19;5.1;17.9;3
46127;Gourdon;21.6;3.2;14.7;6.8;27.9;0;23.1;4.4
46128;Gramat;25.1;2.8;43.5;7.6;15.2;2.1;20.6;4.3
46143;Lacapelle-Marival;26.3;3.1;28.6;2.9;25.7;11.3;18.2;2.9
46225;Prayssac;26.1;3.2;30.9;7.2;31.4;0;21.6;3.1
46251;Saint-Céré;25.4;3.1;26.8;7.3;22.6;0;19.2;3.4
46309;Souillac;24.1;3.6;33.4;9.2;28.4;1.6;21.7;4.2
46330;Vayrac;26.3;3.5;60.8;9.1;27.4;0;18.5;3
47001;Agen;25.3;3.3;20.4;6.5;17.3;2.6;17.7;3.1
47004;Aiguillon;27.1;3.2;17.4;10.4;20.9;0;19.9;5.2
47052;Casteljaloux;35.5;3.4;29.8;8.2;25.3;0;23.4;3.7
47057;Castillonnès;29.9;2.4;36.7;5.5;11;0;19.9;3.7
47106;Fumel;27.2;2.4;8.9;4.9;18.6;0.9;22.3;4.4
47157;Marmande;29;3.4;18.7;6.7;19.4;1.2;19.3;3.1
47168;Miramont-de-Guyenne;29.9;2.1;8.2;4.9;21.4;0;20.6;4.9
47175;Monflanquin;27.8;2.9;9;6.3;23.4;1.7;20.8;2.7
47195;Nérac;28.7;3.4;18.3;6.4;22;1.8;N/A - secret statistique;4.6
47310;Tonneins;26.8;2.6;4.3;1.7;14.9;1.7;18.5;3.8
47323;Villeneuve-sur-Lot;30.2;2.8;19.6;5.1;20.7;2.5;21.1;3.3
48034;La Canourgue;35;3.6;17.2;6.9;27.6;3.5;N/A - secret statistique;3.4
48061;Florac Trois Rivières;32.6;4;31.1;7.8;23.4;3.1;N/A - secret statistique;7.8
48080;Langogne;23.4;2;14.6;4.4;19.7;3;20;5.8
48092;Marvejols;38.2;1.8;39.9;4;14;2;N/A - secret statistique;2
48095;Mende;40.6;3.3;17.1;6.4;18.8;1.7;19.9;4.3
48140;Saint-Chély-d'Apcher;35.2;2.6;33.5;6;20.7;2.7;20;4.7
49007;Angers;24.7;5.3;47.5;11.9;8.8;2.5;15.8;2.8
49018;Baugé-en-Anjou;18;3.3;26.7;7.3;8.7;1.3;17.8;2
49021;Beaufort-en-Anjou;30.6;3.8;50.8;7.9;7.9;3.3;15.6;2.3
49023;Beaupréau-en-Mauges;31.3;3;25.1;5.9;7.5;5;15.5;2.9
49050;Brissac Loire Aubance;29.7;4.8;40.6;10.6;9.7;3.3;13.7;1.6
49054;Candé;29.9;2.5;48.1;6.7;8.7;0;15.7;1.9
49063;Chalonnes-sur-Loire;25;4.4;61.1;12.2;13.2;3.9;17.5;3.1
49080;Les Hauts-d'Anjou;27.1;3.6;21;10.5;9.1;0;17.2;3.5
49092;Chemillé-en-Anjou;26.4;2.8;20;5.6;8.4;2.4;15.3;2
49099;Cholet;32.4;3.5;24.1;6.7;9.2;2.8;16.5;2.6
49125;Doué-en-Anjou;27.7;3.1;38.6;5.8;12.2;2.5;16.8;1.9
49126;Orée d'Anjou;16.8;2.8;41.2;4.7;10;1.2;8.6;2.9
49127;Durtal;22.6;2.6;25.4;8.9;6.3;2.5;16.5;2.5
49176;Le Lion-d'Angers;27.2;3.8;71.7;5.9;12.4;2.6;12.3;2
49180;Longué-Jumelles;28.3;2.7;22.6;7.9;10.2;2.2;18.3;3.4
49214;Montreuil-Juigné;27.8;4;47.1;8.4;8.4;2.1;14.8;2.6
49215;Montreuil-Bellay;29.7;2.8;39.2;6.5;14.4;0;18.3;2.6
49218;Montrevault-sur-Èvre;31.8;1.4;51;3.2;7.7;1.3;16.5;1.9
49228;Noyant-Villages;21.3;3.3;0;7.8;14;0;19.8;1.6
49244;Mauges-sur-Loire;25.9;4.4;39;9.4;11.3;2.3;16.4;3.1
49248;Ombrée d'Anjou;33.2;2.5;22.8;8;8.5;0;17.9;2.8
49261;Gennes-Val-de-Loire;29.2;3.8;10.4;5.2;11.5;4.1;16.6;3.1
49283;Saint-Georges-sur-Loire;25.9;3.9;31.8;14.8;11.7;4.1;14.7;3.2
49301;Sèvremoine;33;2.9;20.5;7.2;6.1;4.1;15.2;3.4
49307;Loire-Authion;30.5;3.9;18.1;8.4;10.9;2.4;15.1;3
49328;Saumur;30.4;3.3;33.1;7.5;15.8;2;18.2;3.8
49331;Segré-en-Anjou Bleu;31.9;3.8;20.1;6.5;13;3;16.3;3
49333;Seiches-sur-le-Loir;26;3.5;46.1;12.3;13.8;6.1;14.7;1.5
49345;Bellevigne-en-Layon;26.9;3;36;10.8;13.5;1.8;14.4;2.7
49347;Tiercé;27.3;3.4;57.6;9.9;8.2;3.3;15.7;2.5
49373;Lys-Haut-Layon;26.9;3.7;31.8;7.2;7.9;3.2;17.2;2.4
50003;Agon-Coutainville;35.5;3.4;20.8;9.4;28.1;2;24.5;3.1
50025;Avranches;30;3.2;17;6.6;15.3;2.9;19.2;1.7
50031;Barneville-Carteret;33.9;1.4;41.2;4.1;20.6;0;24;2.1
50074;Brécey;28.4;1.7;0;3;21.1;0;N/A - secret statistique;3
50076;Bréhal;34.6;3.8;13.9;7.7;21.6;2.7;23.2;3.5
50082;Bricquebec-en-Cotentin;32.1;2.2;9.7;4.8;14.5;0;16.9;1
50099;Carentan-les-Marais;26.7;2.7;23.8;6;6.6;2.3;N/A - secret statistique;2.4
50129;Cherbourg-en-Cotentin;33.7;3.2;25.3;7.4;16.9;1.8;17.5;2.8
50147;Coutances;30.1;3.7;50.8;7.6;15.3;2.5;20;3
50218;Granville;35.4;4.6;24.5;9.5;21.5;2.3;24.2;3.4
50236;La Haye;29.5;2.6;19.4;5.2;16.9;0.6;20.8;2.3
50341;Montebourg;28.5;2.8;0;3.7;35;0;20.1;1.8
50359;Mortain-Bocage;27.9;2.1;10;7;20;0;21.9;4
50394;Périers;28;2.9;0;6.7;10.5;0;18.6;1.9
50402;Les Pieux;31;2.6;22.8;6.1;16;4.6;16.3;1.5
50410;Pontorson;27.5;2.8;8.9;5.3;12.4;0;N/A - secret statistique;1.8
50484;Saint-Hilaire-du-Harcouët;29.4;2.6;26.2;5.9;11.1;1.3;20.3;3.3
50487;Saint-James;26.3;2.5;0;6.1;18.3;0;19.2;3.7
50502;Saint-Lô;28.3;3.3;19.5;7.8;13.6;2.6;21.9;3.6
50539;Saint-Pierre-Église;32.5;2.2;31.1;1.6;21.8;0;18.4;3.1
50582;Sourdeval;27.3;2;20.7;2.1;26.9;0;26.3;2.1
50601;Torigny-les-Villes;28;3;8.5;5.9;12.7;0;N/A - secret statistique;1.7
50615;Valognes;30.8;3;30.2;5.6;19;4.2;20;2.6
50639;Villedieu-les-Poêles-Rouffigny;28.8;2.6;19.1;8.1;17.6;0.9;N/A - secret statistique;2.4
51030;Aÿ-Champagne;33.7;3.8;27.7;6.9;13.8;5.3;18.8;2.8
51108;Châlons-en-Champagne;31.1;3.6;18.1;6.9;11.5;2;18.4;3
51217;Dormans;27.4;3.1;6.1;6.1;14.5;2.4;16.9;3.6
51230;Épernay;33.6;3.8;12.5;7.5;11.2;0.7;17.4;3.7
51248;Fère-Champenoise;33.3;2.7;23.8;7.2;9.5;0;18.2;4.8
51250;Fismes;17.9;2.7;5.4;4.9;11.9;2.1;16.6;2.2
51380;Montmirail;21;3.6;24.4;8.5;8.5;2.4;17.9;2.4
51388;Mourmelon-le-Grand;24.7;4;31.7;7.4;8.5;2.3;12.5;2.1
51454;Reims;18.2;4.9;29.5;10.9;11.1;2.6;15.7;3.2
51507;Sainte-Menehould;24.4;3;17.5;6.4;17.5;2.3;20.5;4.1
51535;Sézanne;32.3;3.1;12;6;10.2;4.7;17.6;1.8
51559;Suippes;24.9;2.3;42.4;4.2;11.3;3;13.1;1.4
51612;Blancs-Coteaux;34.8;3.6;12.2;8.6;8.6;2.4;17.8;2.4
51649;Vitry-le-François;31.1;3.4;14.4;6.6;13;2.2;N/A - secret statistique;3.5
52060;Bourbonne-les-Bains;29.1;2.8;0;5.1;13.7;0;N/A - secret statistique;1.7
52093;Chalindrey;37.6;3.3;15.7;6.3;11;0;15.9;1.6
52121;Chaumont;31.1;3.5;11.6;7.7;10.9;1.8;19.8;3.3
52197;Fayl-Billot;33.3;2.5;26.6;10.6;26.6;0;22.2;5.3
52250;Joinville;26.7;3.4;14.1;7;16.2;0;21.4;4.2
52269;Langres;35.1;3.2;22.8;6.3;10.8;5.6;17.8;4.6
52331;La Porte du Der;27.8;2.5;0;5.4;13.6;2.6;19.2;2.7
52353;Nogent;31.4;2.6;7.2;5.7;15.1;0;19.4;2.9
52448;Saint-Dizier;26.5;2.7;22.4;5.1;16.7;1.6;20.1;3.3
52550;Wassy;27.7;2.3;0;2.7;13.4;0;18.2;2.7
53003;Ambrières-les-Vallées;28.8;2.1;0;10.5;13.1;0;18.7;2.6
53062;Château-Gontier-sur-Mayenne;35.3;3.3;23.9;6;11;1.2;15.5;2.7
53077;Cossé-le-Vivien;29.4;2.2;29.4;5.9;14.7;0;15.4;1.5
53084;Craon;34.3;3;11;8.8;16.5;0;18.3;3.3
53096;Ernée;30;2.6;44.9;5.1;15.4;0;18.7;3.2
53097;Évron;30.4;2.6;12.1;6.1;9.7;0.8;18;3.2
53107;Gorron;27.7;2.6;0;7.2;12.5;0;22;1.8
53130;Laval;29.8;3.4;25.9;5.9;8.8;2.2;17;2.8
53147;Mayenne;32.4;2.2;15;3.9;13.2;2.4;17.4;2.1
53152;Meslay-du-Maine;31.5;2.8;26.7;6.7;8;2.6;17.8;1.3
53185;Pré-en-Pail-Saint-Samson;26.2;2.1;0;4.8;17.4;0;21.4;3.2
53271;Villaines-la-Juhel;31.2;1.9;36;5.4;12.6;3.6;24.1;1.8
54039;Baccarat;24.7;2.7;11.4;4.6;14.8;4.4;N/A - secret statistique;3.4
54076;Blainville-sur-l'Eau;27.6;3.1;32.3;6.5;15.1;0;16;3.2
54099;Val de Briey;21.1;3.2;24.1;6.3;15.3;4.7;N/A - secret statistique;3.6
54159;Dombasle-sur-Meurthe;28.9;4;33;11.2;13.2;2.6;19.6;2.6
54273;Jarny;24.9;2.8;21.2;3.8;10.6;3.3;16.7;2.5
54280;Jœuf;23.6;3.7;20.5;6.7;16.9;1.5;18.9;3.1
54322;Longuyon;13.6;3.2;25.8;7.2;11.9;1;17.5;2.6
54323;Longwy;10.5;2.7;27.2;4.5;8.5;0.6;15.3;3.5
54328;Ludres;35.2;5;56.6;9.9;10.4;5.5;18.4;2.8
54329;Lunéville;23.6;4.5;23.3;9.3;14;5.1;18.1;3.9
54395;Nancy;25.1;5.2;44.5;11;12.1;2.8;15.7;3.7
54397;Neuves-Maisons;31.3;2.8;45.9;9.2;17.3;2;N/A - secret statistique;2.5
54431;Pont-à-Mousson;28.9;4.1;35.6;9;13;3.3;16.4;2.9
54528;Toul;29.9;4.4;44.7;9.3;15;2.3;17;2.9
54563;Vézelise;30.1;3.4;33.9;10.2;14.7;2.2;16.3;2.3
