CartoSanté; ; 
Référentiel géographique : France par bassin de vie / canton-ville; ; 
Code;Libellé;APL Médecins généralistes 2023
61006;Argentan;2.8
6102;Alençon-1;3.5
6103;Alençon-2;3.2
61038;Bellême;2.7
6110;Damigny;2.8
61145;Domfront en Poiraie;2.1
6115;Magny-le-Désert;1.8
61168;La Ferté Macé;2.7
61169;Flers;2.7
6117;Écouves;2.9
61181;Gacé;2.7
61214;L'Aigle;2.6
61293;Mortagne-au-Perche;3.4
61464;Sées;3.2
61486;Tinchebray-Bocage;2.4
61508;Vimoutiers;2.1
6197;Alençon;3.3
6201;Aire-sur-la-Lys;3.7
6202;Arras-1;4.5
6203;Arras-2;5.4
62038;Ardres;1.7
6204;Arras-3;4.7
62045;Aubigny-en-Artois;3.6
6205;Auchel;3.5
62057;Audruicq;2.6
62060;Auxi-le-Château;2.4
6207;Avesnes-le-Comte;3.4
6208;Avion;4.6
62080;Bapaume;3.3
6209;Bapaume;2.6
6210;Berck;5.5
6211;Béthune;3.4
6212;Beuvry;4.9
6213;Boulogne-sur-Mer-1;5.5
6214;Boulogne-sur-Mer-2;5.3
6215;Brebières;3.6
6216;Bruay-la-Buissière;3.3
6217;Bully-les-Mines;3.8
6218;Calais-1;4.1
6219;Calais-2;4.4
6221;Carvin;4.8
6222;Desvres;4.2
6223;Douvrin;4.5
6224;Étaples;6
6225;Fruges;3.7
6226;Harnes;4.9
62268;Desvres;2.7
6227;Hénin-Beaumont-1;5.2
6228;Hénin-Beaumont-2;5.6
6229;Lens;5.8
6230;Liévin;4.4
6231;Lillers;3.8
6232;Longuenesse;3.9
6233;Lumbres;3.2
6234;Marck;4
6235;Noeux-les-Mines;3.9
6236;Outreau;5.3
62361;Frévent;3.2
62364;Fruges;2.6
6237;Saint-Omer;3.3
6238;Saint-Pol-sur-Ternoise;2.7
6239;Wingles;5.2
62397;Guînes;2.9
62447;Hesdin-la-Forêt;2.8
62534;Lumbres;2.1
62560;Marquise;3.7
62588;Montreuil-sur-Mer;4
62767;Saint-Pol-sur-Ternoise;3.9
62773;Samer;3.5
62861;Vimy;4.9
62893;Wimereux;4.8
6296;Arras;4.3
6297;Boulogne-sur-Mer;4.8
6298;Calais;3.9
6299;Hénin-Beaumont;4.7
63003;Ambert;2
6301;Aigueperse;3.1
63010;Arlanc;2.5
6303;Aubière;5.3
63038;Besse-et-Saint-Anastaise;5.1
6304;Beaumont;3.9
63040;Billom;2.3
63047;La Bourboule-Mont-Dore;4.9
6305;Billom;3.6
6307;Cébazat;4
6308;Chamalières;3.3
6309;Châtel-Guyon;3.5
63125;Courpière;2.8
6316;Cournon-d'Auvergne;4.8
6317;Gerzat;5.8
63178;Issoire;4.3
6319;Lezoux;3.5
63195;Lezoux;3.2
6320;Maringues;2.4
6321;Les Martres-de-Veyre;4.7
63214;Les Martres-de-Veyre;5.3
6323;Orcines;3.6
6324;Pont-du-Château;6.7
6325;Riom;4.5
6326;Saint-Éloy-les-Mines;2.7
6327;Saint-Georges-de-Mons;3
6328;Saint-Ours;3.7
63283;Pontaumur;3
63284;Pont-du-Château;3.7
63285;Pontgibaud;6.3
6329;Le Sancy;2.7
6331;Vic-le-Comte;4
63338;Saint-Éloy-les-Mines;2.6
63430;Thiers;2.8
63457;Vic-le-Comte;3.6
6399;Clermont-Ferrand;4.3
6402;Artix et Pays de Soubestre;3.6
6403;Baïgura et Mondarrain;4.3
6405;Bayonne-2;5.1
64061;Artix;4.3
64062;Arudy;5
64063;Arzacq-Arraziguet;3.7
6407;Biarritz;4.4
6408;Billère et Coteaux de Jurançon;5.4
6409;Le Coeur de Béarn;3.9
6410;Hendaye-Côte Basque-Sud;4
6411;Lescar, Gave et Terres du Pont-Long;4.6
6412;Montagne Basque;2.8
6413;Nive-Adour;4.5
6415;Oloron-Sainte-Marie-2;3
6417;Ouzom, Gave et Rives du Neez;4.2
6419;Pau-2;4
6420;Pau-3;4.7
6421;Pau-4;5.5
6423;Pays de Morlaàs et du Montanérès;4
64233;Garlin;2.8
6424;Saint-Jean-de-Luz;5.4
6425;Terres des Luys et Coteaux du Vic-Bilh;3.7
64256;Hasparren;3.5
6426;Ustaritz-Vallées de Nive et Nivelle;5.8
6427;Vallées de l'Ousse et du Lagoin;4.5
64320;Laruns;5.5
64331;Lembeye;2.4
64371;Mauléon-Licharre;3.2
64393;Monein;3.1
64410;Mourenx;4
64416;Navarrenx;3
64422;Oloron-Sainte-Marie;4.4
64430;Orthez;3.4
64453;Pontacq;3.3
64485;Saint-Jean-Pied-de-Port;3
64493;Saint-Palais;3.4
64495;Saint-Pée-sur-Nivelle;3.5
64499;Salies-de-Béarn;4.1
64526;Soumoulou;3.6
6496;Anglet;6.5
6497;Bayonne;6.7
6499;Pau;4.6
6501;Aureilhan;4.1
6502;Bordères-sur-l'Echez;3.4
65025;Argelès-Gazost;4.1
6503;Les Coteaux;2.2
65031;Arreau;7.4
65059;Bagnères-de-Bigorre;4.2
6507;Moyen Adour;3.6
6509;Ossun;3.4
6513;Val d'Adour-Rustan-Madiranais;3.4
6514;La Vallée de l'Arros et des Baïses;2.1
6517;Vic-en-Bigorre;3
65258;Lannemezan;2.9
65286;Lourdes;4.5
65295;Luz-Saint-Sauveur;5
65304;Maubourguet;3.3
65452;Trie-sur-Baïse;3.9
65460;Vic-en-Bigorre;3.5
6599;Tarbes;3.9
66003;Amélie-les-Bains-Palalda;4.5
6601;Les Aspres;3.6
66016;Banyuls-sur-Mer;4
66024;Le Boulou;3.2
66025;Bourg-Madame;5.3
6603;La Côte Sableuse;4.2
66037;Canet-en-Roussillon;4.2
6604;La Côte Salanquaise;4.5
66049;Céret;3.7
6605;La Côte Vermeille;4.6
6607;Perpignan-2;4.1
6608;Perpignan-3;4.8
66088;Ille-sur-Têt;2.4
6610;Perpignan-5;3.9
66108;Millas;3.5
6611;Perpignan-6;5.9
6612;La Plaine d'Illibéris;4.7
66124;Font-Romeu-Odeillo-Via;5.4
6614;Le Ribéral;3.8
66144;Pollestres;3.4
66149;Prades;2.4
6615;La Vallée de l'Agly;3
6616;La Vallée de la Têt;5.7
6617;Vallespir-Albères;3.2
66180;Saint-Laurent-de-la-Salanque;2.9
66210;Thuir;2.5
6699;Perpignan;4.8
6701;Bischwiller;4.5
6702;Bouxwiller;4.2
67021;Barr;4.7
67028;Benfeld;4
6703;Brumath;4.3
6704;Erstein;4.7
6705;Haguenau;5.2
6706;Hoenheim;5.1
67061;Bouxwiller;3.7
67067;Brumath;4.8
6707;Illkirch-Graffenstaden;5
6709;Lingolsheim;5
67095;Diemeringen;2.8
67106;Drusenheim;3.9
67130;Erstein;3.5
6715;Schiltigheim;4.8
67152;Geispolsheim;5.6
67202;Hochfelden;4.3
67205;Hœrdt;4.8
67222;Ingwiller;3.1
67281;Marckolsheim;3.8
67282;Marlenheim;4.1
67283;Marmoutier;3.9
67300;Molsheim;4.5
67348;Obernai;4.9
67372;Val-de-Moder;4.1
67388;Reichshoffen;3.8
67411;Rosheim;4.4
67434;Sarre-Union;3.5
67437;Saverne;4
67448;Schirmeck;4.3
67462;Sélestat;5.1
67463;Seltz;2.8
67474;Soultz-sous-Forêts;4.2
67495;Truchtersheim;3.4
67507;Villé;3.2
67519;La Wantzenau;3.3
67520;Wasselonne;3.6
67544;Wissembourg;3.2
67550;Wœrth;4.4
6799;Strasbourg;6.5
68004;Altkirch;3.6
6801;Altkirch;3.5
6802;Brunstatt-Didenheim;3.5
6803;Cernay;3.2
6804;Colmar-1;6.2
6805;Colmar-2;4.2
6806;Ensisheim;2.9
68068;Dannemarie;2
6808;Kingersheim;4.4
68082;Ensisheim;2.8
6809;Masevaux-Niederbruck;3.3
68112;Guebwiller;3.1
6812;Mulhouse-3;5.7
6813;Rixheim;3.4
68138;Hirsingue;3.2
6814;Saint-Louis;2.6
6815;Sainte-Marie-aux-Mines;6.5
6816;Wintzenheim;4.2
68162;Kaysersberg Vignoble;3.9
6817;Wittenheim;2.8
68201;Masevaux-Niederbruck;3.1
68226;Munster;3.7
68269;Ribeauvillé;3.9
68287;Rouffach;3.2
68298;Sainte-Marie-aux-Mines;3.3
68309;Sierentz;2.6
6898;Colmar;4.5
6899;Mulhouse;3.9
69006;Amplepuis;2.7
6901;Anse;4.7
69010;L'Arbresle;3.3
69018;Beaujeu;2.2
69019;Belleville-en-Beaujolais;3.1
69024;Val d'Oingt;2.8
6903;Belleville-en-Beaujolais;2.4
6904;Val d'Oingt;3.7
6905;Brignais;3.7
6906;Genas;3.4
69066;Cours;1.6
6907;Gleizé;3.6
6908;Mornant;2.8
6909;Saint-Symphorien-d'Ozon;3.7
6912;Vaugneray;2.9
6913;Villefranche-sur-Saône;3.7
69141;Mornant;2.7
69201;Sainte-Foy-l'Argentière;2.7
69220;Saint-Laurent-de-Chamousset;2.6
69227;Saint-Martin-en-Haut;2.4
69238;Saint-Symphorien-sur-Coise;2.7
69243;Tarare;2.4
69248;Thizy-les-Bourgs;2.2
69287;Saint-Bonnet-de-Mure;2.9
69381;Lyon 1er Arrondissement;3.6
69382;Lyon 2e Arrondissement;7.6
69383;Lyon 3e Arrondissement;4.6
69384;Lyon 4e Arrondissement;3.1
69385;Lyon 5e Arrondissement;3.5
69386;Lyon 6e Arrondissement;4.7
69387;Lyon 7e Arrondissement;4.8
69388;Lyon 8e Arrondissement;4.9
69389;Lyon 9e Arrondissement;4.7
6999;Lyon;4.1
7003;Héricourt-1;2.9
7009;Marnay;3.8
7012;Rioz;4.8
7014;Scey-sur-Saône-et-Saint-Albin;3.6
70198;Dampierre-sur-Salon;3.4
70279;Gray;4
70285;Héricourt;3.1
70292;Jussey;3.6
70310;Lure;3.2
70311;Luxeuil-les-Bains;3.6
70334;Marnay;4.2
70421;Port-sur-Saône;3.3
70447;Rioz;3.8
70467;Saint-Loup-sur-Semouse;3.3
70550;Vesoul;4.7
70561;Villersexel;3.7
71014;Autun;3
7102;Autun-2;2.3
7103;Blanzy;2.4
7104;Chagny;2.2
71047;Bourbon-Lancy;2.2
7105;Chalon-sur-Saône-1;3.4
7107;Chalon-sur-Saône-3;4
71073;Chagny;2.9
7108;La Chapelle-de-Guinchay;3
7109;Charolles;2.3
71106;Charolles;2.8
7111;Cluny;1.7
7112;Le Creusot-1;2
71120;Chauffailles;2.1
7113;Le Creusot-2;2.1
71133;La Clayette;2.5
71137;Cluny;3.3
7116;Gergy;2.1
7117;Givry;2.7
71176;Digoin;2.2
7118;Gueugnon;1.8
7119;Hurigny;3.3
71192;Étang-sur-Arroux;2.7
7120;Louhans;1.7
7121;Mâcon-1;4.7
7122;Mâcon-2;4.9
71221;Givry;3.1
7123;Montceau-les-Mines;2.6
71230;Gueugnon;1.8
7124;Ouroux-sur-Saône;2.3
7125;Paray-le-Monial;1.6
7126;Pierre-de-Bresse;2.2
71263;Louhans;2.1
7127;Saint-Rémy;3.8
71275;Marcigny;1.5
7128;Saint-Vallier;2.7
7129;Tournus;2.2
71310;Montchanin;1.5
71342;Paray-le-Monial;2.7
71351;Pierre-de-Bresse;2.7
71417;Saint-Gengoux-le-National;2.4
71419;Saint-Germain-du-Bois;2.8
71512;Sennecey-le-Grand;2.9
71543;Tournus;2.7
7197;Chalon-sur-Saône;4
7198;Le Creusot;2.1
7199;Mâcon;4
7201;Bonnétable;2.9
7202;Changé;2.6
72029;Beaumont-sur-Sarthe;2.6
72039;Bonnétable;2.2
7204;Écommoy;2.3
72068;La Chartre-sur-le-Loir;2.6
7207;Loué;2.2
72071;Montval-sur-Loir;2.5
72089;Conlie;3.6
7209;Mamers;3
72090;Connerré;2
7210;Le Mans-1;2.7
7211;Le Mans-2;2.9
72124;Écommoy;2.1
7213;Le Mans-4;3.9
72132;La Ferté-Bernard;2.3
72138;Fresnay-sur-Sarthe;1.5
72143;Le Grand-Lucé;1.4
7215;Le Mans-6;3.3
72154;La Flèche;3.4
7216;Le Mans-7;3
72168;Loué;3.9
72176;Le Lude;2.5
72180;Mamers;2.7
72189;Marolles-les-Braults;2.4
7219;Savigné-l'Évêque;2.6
7220;Sillé-le-Guillaume;2.4
7221;La Suze-sur-Sarthe;2.5
72213;Mulsanne;2.3
72231;Parigné-l'Évêque;1.5
72264;Sablé-sur-Sarthe;2.8
72269;Saint-Calais;1.6
72334;Sillé-le-Guillaume;3.9
72346;La Suze-sur-Sarthe;2.1
72373;Vibraye;2
7299;Le Mans;3.3
73006;Aime-la-Plagne;3.6
7301;Aix-les-Bains-1;3.6
73010;Entrelacs;3.7
7302;Aix-les-Bains-2;5
7303;Albertville-1;3.1
73034;Beaufort;6.4
7304;Albertville-2;3.3
73054;Bourg-Saint-Maurice;4.5
73055;Bozel;5.9
7307;Chambéry-1;4.6
7308;Chambéry-2;3.7
7309;Chambéry-3;3.1
7311;Montmélian;4.1
7312;La Motte-Servolex;6.1
7314;Le Pont-de-Beauvoisin;1.8
7315;La Ravoire;6.1
73157;Modane;5.2
7316;Saint-Alban-Leysse;4.7
73171;Montmélian;3.8
7318;Saint-Pierre-d'Albigny;2.8
73181;Moûtiers;4.8
7319;Ugine;4
73215;Valgelon-La Rochette;3.2
73236;Saint-Genix-les-Villages;2.9
73248;Saint-Jean-de-Maurienne;4
73270;Saint-Pierre-d'Albigny;2.9
73303;Ugine;3.2
73304;Val-d'Isère;8.5
73330;Yenne;2.3
7397;Aix-les-Bains;3.5
7398;Albertville;3.5
7399;Chambéry;5.1
7401;Annecy-1;3.5
7402;Annecy-2;5.2
7403;Annecy-3;4.9
7404;Annemasse;2.8
74043;Bons-en-Chablais;2.2
7405;Bonneville;3.1
74056;Chamonix-Mont-Blanc;5.5
7406;Cluses;2.9
7407;Évian-les-Bains;3.5
7408;Faverges-Seythenex;3.4
7409;Gaillard;3.5
74096;Cruseilles;3.4
7410;Le Mont-Blanc;4.5
74105;Douvaine;1.9
7411;La Roche-sur-Foron;2.2
7412;Rumilly;3.6
74123;Faverges-Seythenex;3.6
7413;Saint-Julien-en-Genevois;2.2
74137;Groisy;4
7414;Sallanches;4.6
7415;Sciez;2.4
7416;Annecy-4;4.2
7417;Thonon-les-Bains;2.5
74191;Morzine;4.7
74225;Rumilly;2.8
74258;Samoëns;3.7
74269;Seyssel;1.7
74276;Taninges;5.2
74280;Thônes;5
7499;Annecy;5.2
75101;Paris 1er Arrondissement;6.5
75102;Paris 2e Arrondissement;6.4
75103;Paris 3e Arrondissement;6.1
75104;Paris 4e Arrondissement;6.6
75105;Paris 5e Arrondissement;5.8
75106;Paris 6e Arrondissement;6.1
75107;Paris 7e Arrondissement;5.9
75108;Paris 8e Arrondissement;5.6
75109;Paris 9e Arrondissement;6.1
75110;Paris 10e Arrondissement;6.3
75111;Paris 11e Arrondissement;5.3
75112;Paris 12e Arrondissement;4.2
75113;Paris 13e Arrondissement;4.4
75114;Paris 14e Arrondissement;4.5
75115;Paris 15e Arrondissement;4.6
75116;Paris 16e Arrondissement;3.9
75117;Paris 17e Arrondissement;5.2
75118;Paris 18e Arrondissement;4.9
75119;Paris 19e Arrondissement;5.3
75120;Paris 20e Arrondissement;4.6
7601;Barentin;3
7602;Bois-Guillaume;4.4
76034;Val-de-Scie;4
76035;Aumale;3.5
7604;Canteleu;3.4
7605;Caudebec-lès-Elbeuf;4
76057;Barentin;3.6
7606;Darnétal;4.8
7607;Dieppe-1;4.4
7608;Dieppe-2;2.8
7609;Elbeuf;3.8
76101;Blangy-sur-Bresle;3.5
76114;Bolbec;2.8
7613;Le Grand-Quevilly;3
76146;Buchy;3.8
7615;Le Havre-2;3.5
76159;Cany-Barville;2.7
7616;Le Havre-3;3.9
76164;Rives-en-Seine;3.8
7619;Le Havre-6;2.9
76196;Criquetot-l'Esneval;2.9
7620;Luneray;3.4
7621;Le Mesnil-Esnard;3.6
76219;Doudeville;3.2
7622;Mont-Saint-Aignan;5
76222;Duclair;2.9
7623;Neufchâtel-en-Bray;3.3
7624;Notre-Dame-de-Bondeville;4.2
76255;Eu;3.6
76258;Terres-de-Caux;3.1
76259;Fécamp;3
7626;Octeville-sur-Mer;3.4
7627;Le Petit-Quevilly;6.8
76276;Forges-les-Eaux;4.2
76302;Goderville;2.8
7631;Saint-Étienne-du-Rouvray;6.1
76312;Gournay-en-Bray;2.2
7632;Saint-Romain-de-Colbosc;3.7
76400;Luneray;3.5
76462;Neufchâtel-en-Bray;4.4
76476;Port-Jérôme-sur-Seine;2.6
76482;Offranville;4.2
76647;Saint-Romain-de-Colbosc;3.5
76648;Saint-Saëns;4.2
76655;Saint-Valery-en-Caux;3.3
76752;Yerville;3.1
76758;Yvetot;4.2
7695;Dieppe;3.6
7696;Le Havre;3.5
7697;Rouen;5.4
7698;Saint-Étienne-du-Rouvray;6.4
7699;Sotteville-lès-Rouen;3.6
7701;Champs-sur-Marne;3.1
7702;Chelles;2
7703;Claye-Souilly;2.9
7704;Combs-la-Ville;2.6
77051;Bray-sur-Seine;1.4
77053;Brie-Comte-Robert;2.4
7706;La Ferté-sous-Jouarre;2.1
7707;Fontainebleau;3
7708;Fontenay-Trésigny;2.9
77088;La Chapelle-la-Reine;2.2
7709;Lagny-sur-Marne;2.5
7710;Meaux;2.7
77100;Le Châtelet-en-Brie;1.8
7711;Melun;2
77118;Claye-Souilly;2.8
7712;Mitry-Mory;2.8
77131;Coulommiers;2.3
7714;Nangis;2.3
7715;Nemours;2.8
77153;Dammartin-en-Goële;2.3
7716;Ozoir-la-Ferrière;2.8
7717;Pontault-Combault;2.7
77182;La Ferté-Gaucher;1.5
77183;La Ferté-sous-Jouarre;2.1
7719;Saint-Fargeau-Ponthierry;1.9
77192;Fontenay-Trésigny;1.8
7720;Savigny-le-Temple;2.1
7721;Serris;2.3
7722;Torcy;3
7723;Villeparisis;2.3
77305;Montereau-Fault-Yonne;2.4
77316;Moret-Loing-et-Orvanne;2.9
77327;Nangis;1.6
77333;Nemours;2.3
77379;Provins;2.2
77393;Rozay-en-Brie;2.5
77437;Saint-Soupplets;2.2
77458;Souppes-sur-Loing;2
77470;Tournan-en-Brie;2
7801;Aubergenville;2.7
7802;Bonnières-sur-Seine;2.1
78029;Aubergenville;3.4
7803;Chatou;2.7
7804;Le Chesnay-Rocquencourt;2.9
7805;Conflans-Sainte-Honorine;2.7
7806;Houilles;1.3
7807;Limay;2.7
7808;Mantes-la-Jolie;3
78089;Bonnières-sur-Seine;1.8
7809;Maurepas;2.9
7810;Montigny-le-Bretonneux;3.1
7811;Les Mureaux;2.3
7812;Plaisir;2.5
7813;Poissy;2.5
7815;Saint-Cyr-l'École;3.4
7816;Saint-Germain-en-Laye;2.6
7817;Sartrouville;1.9
7818;Trappes;3.1
7819;Verneuil-sur-Seine;2.5
7821;Versailles-2;1.9
78217;Épône;2.5
78220;Les Essarts-le-Roi;2.7
78310;Houdan;1.8
78420;Montfort-l'Amaury;2.3
78455;Noisy-le-Roi;2.7
78486;Le Perray-en-Yvelines;2.6
78513;La Queue-les-Yvelines;2.2
78517;Rambouillet;3.1
78537;Saint-Arnoult-en-Yvelines;2.7
7899;Versailles;2.6
79005;Airvault;3.7
7901;Autize-Egray;2.5
79048;La Crèche;3.7
79049;Bressuire;3
7905;Frontenay-Rohan-Rohan;3.2
7906;La Gâtine;1.5
79061;Celles-sur-Belle;2.8
79062;Cerizay;2.8
7907;Mauléon;2.1
79079;Mauléon;1.9
79083;Chef-Boutonne;2.4
7909;Mignon-et-Boutonne;2.4
79101;Coulonges-sur-l'Autize;1.8
7914;La Plaine Niortaise;3.5
79174;Melle;3.5
79179;Moncoutant-sur-Sèvre;2.5
79195;Nueil-les-Aubiers;2.3
79202;Parthenay;2.5
79270;Saint-Maixent-l'École;2.6
79307;Sauzé-entre-Bois;3.4
79311;Secondigny;1.9
79329;Thouars;3
7999;Niort;4.4
80001;Abbeville;4.4
80010;Ailly-sur-Noye;3.1
80013;Airaines;3.7
80016;Albert;3.9
8003;Ailly-sur-Noye;3.5
8004;Ailly-sur-Somme;4.1
8005;Albert;3.8
8007;Amiens-2;4.5
8008;Amiens-3;6.9
8009;Amiens-4;7.5
8010;Amiens-5;6.2
8011;Amiens-6;4.6
8012;Amiens-7;4.7
8013;Corbie;4.4
8015;Flixecourt;4.8
8019;Moreuil;4.1
8020;Péronne;2.7
8021;Poix-de-Picardie;3.5
80211;Conty;3.7
80212;Corbie;4.7
80222;Crécy-en-Ponthieu;3.2
80253;Doullens;3.5
80318;Flixecourt;4.5
80368;Friville-Escarbotin;3.8
80373;Gamaches;3.3
80410;Ham;2.7
80561;Montdidier;3.8
80570;Moreuil;4.6
80606;Oisemont;3.4
80620;Péronne;2.8
80630;Poix-de-Picardie;3.6
80680;Rosières-en-Santerre;4.4
80685;Roye;3.2
80688;Rue;4.3
80721;Saint-Valery-sur-Somme;3.4
80799;Villers-Bretonneux;5.1
8099;Amiens;6.1
81003;Alban;2.4
8102;Albi-2;4.6
8103;Albi-3;3.8
8104;Albi-4;4.2
8105;Carmaux-1 Le Ségala;1.7
81060;Carmaux;2.8
8108;Castres-2;1.9
8109;Castres-3;4.5
81099;Gaillac;3.6
8110;Les Deux Rives;3.4
81105;Graulhet;2.4
81120;Labruguière;2.9
81124;Lacaune;2.3
8113;Le Haut Dadou;3.2
8114;Les Hautes Terres d'Oc;2.7
81140;Lavaur;2.5
8116;Mazamet-1;2.4
81163;Mazamet;2.5
8117;Mazamet-2 Vallée du Thoré;1.1
8118;La Montagne noire;2.7
8119;Le Pastel;4
8120;Plaine de l'Agoût;3.8
81219;Puylaurens;3.1
8122;Saint-Juéry;3.9
81220;Rabastens;3.1
81222;Réalmont;3.2
81271;Saint-Sulpice-la-Pointe;3
8196;Albi;4.7
8198;Castres;3.4
8201;Aveyron-Lère;3.7
82013;Beaumont-de-Lomagne;4.1
82033;Castelsarrasin;2.5
82037;Caussade;3.4
82087;Lafrançaise;2.1
8209;Montech;4.2
8210;Pays de Serres Sud-Quercy;1.7
8211;Quercy-Aveyron;2.8
82112;Moissac;2.9
82125;Montech;2.7
8213;Tarn-Tescou-Quercy vert;3.4
82134;Nègrepelisse;3.1
8215;Verdun-sur-Garonne;3.8
82155;Saint-Antonin-Noble-Val;3.3
82186;Valence;2.7
82190;Verdun-sur-Garonne;2.6
8299;Montauban;4.4
83007;Aups;4.2
83012;Barjols;3.4
83019;Bormes-les-Mimosas;4.7
8302;La Crau;5.2
83023;Brignoles;2.8
8303;Draguignan;4.1
83032;Carcès;2.1
83036;Cavalaire-sur-Mer;3.8
8304;Flayosc;3
83042;Cogolin;4.4
83055;Fayence;3.4
8306;La Garde;3.9
83064;Garéoult;3.3
8307;Garéoult;3
83071;La Londe-les-Maures;3.4
83072;Lorgues;3.6
83073;Le Luc;2.6
83081;Montauroux;4.1
8309;Le Luc;2
83091;Pierrefeu-du-Var;2.1
8310;Ollioules;3.9
83104;Rians;3.3
83106;Rocbaron;3.4
83107;Roquebrune-sur-Argens;2.5
8311;Roquebrune-sur-Argens;3.6
83115;Sainte-Maxime;4.6
83116;Saint-Maximin-la-Sainte-Baume;3.2
83119;Saint-Tropez;4.1
8312;Saint-Cyr-sur-Mer;3
83121;Salernes;4.4
8313;Saint-Maximin-la-Sainte-Baume;3.3
8314;Saint-Raphaël;2.9
83148;Vidauban;3.2
8317;La Seyne-sur-Mer-2;3.9
8318;Solliès-Pont;4.7
8321;Toulon-3;4.5
8323;Vidauban;2.3
8396;Fréjus;3.9
8397;Hyères;4.8
8398;La Seyne-sur-Mer;4
8399;Toulon;4.2
84003;Apt;3.5
8401;Apt;2.6
84019;Bollène;2.7
8404;Avignon-3;4
8405;Bollène;2.9
8406;Carpentras;2.8
8407;Cavaillon;4.1
8408;Cheval-Blanc;3.3
84089;Pertuis;4.1
8409;L'Isle-sur-la-Sorgue;3.5
8410;Monteux;3.5
84106;Sainte-Cécile-les-Vignes;3.3
8411;Orange;3
8412;Pernes-les-Fontaines;2.7
84123;Sault;3
8413;Pertuis;1.7
84133;La Tour-d'Aigues;3
84137;Vaison-la-Romaine;4.7
84138;Valréas;2.8
8414;Le Pontet;4.5
8415;Sorgues;3.8
8416;Vaison-la-Romaine;3.1
8499;Avignon;4.5
85003;Aizenay;2.2
85018;Beauvoir-sur-Mer;3
85019;Bellevigny;2.7
8502;Challans;1.3
85020;Benet;2.7
8503;Chantonnay;3
85035;Bretignolles-sur-Mer;2.7
85047;Challans;3.3
85051;Chantonnay;2
85059;La Châtaigneraie;1.9
85084;Essarts-en-Bocage;2.6
8509;Mareuil-sur-Lay-Dissais;1.6
85092;Fontenay-le-Comte;2.7
85109;Les Herbiers;2.8
85113;L'Île-d'Yeu;3.5
8512;La Roche-sur-Yon-1;3.6
85128;Luçon;3.1
8513;La Roche-sur-Yon-2;2.6
8514;Les Sables-d'Olonne;4
85146;Montaigu-Vendée;3.4
8515;Saint-Hilaire-de-Riez;3.1
85151;Mortagne-sur-Sèvre;2.6
85152;Les Achards;2.4
85156;Moutiers-les-Mauxfaits;2.4
8516;Saint-Jean-de-Monts;2.7
85163;Noirmoutier-en-l'Île;3.1
8517;Talmont-Saint-Hilaire;2.8
85178;Le Poiré-sur-Vie;2.5
85182;Pouzauges;2.2
85215;Saint-Fulgent;2.6
85223;Saint-Jean-d'Hermine;2.4
85288;Talmont-Saint-Hilaire;3
85294;La Tranche-sur-Mer;3.4
8599;La Roche-sur-Yon;3.8
8601;Chasseneuil-du-Poitou;4.3
8602;Châtellerault-1;3.4
8603;Châtellerault-2;3.6
8604;Châtellerault-3;2.7
8605;Chauvigny;3.6
8607;Jaunay-Marigny;4.1
86070;Chauvigny;3.8
86078;Civray;3.5
86082;Valence-en-Poitou;3.6
86092;Dangé-Saint-Romain;1.8
86103;Gençay;3.6
8611;Migné-Auxances;5.6
86112;L'Isle-Jourdain;3.7
86128;Lencloître;3.3
8613;Poitiers-1;5.3
86137;Loudun;2.5
86139;Lusignan;3.9
8614;Poitiers-2;4.7
86140;Lussac-les-Châteaux;3
8616;Poitiers-4;4.5
86165;Montmorillon;3.4
8617;Poitiers-5;5.1
86177;Neuville-de-Poitou;3.8
8618;Vivonne;3.6
8619;Vouneuil-sous-Biard;4.3
86293;Vivonne;4.9
86294;Vouillé;4.3
8698;Châtellerault;4.4
8699;Poitiers;5
87001;Aixe-sur-Vienne;3.6
87002;Ambazac;3.6
8701;Aixe-sur-Vienne;3.3
87011;Bellac;2.6
87014;Bessines-sur-Gartempe;3.4
8702;Ambazac;4.8
8703;Bellac;2.8
87032;Châlus;3.7
8705;Condat-sur-Vienne;3.8
8706;Couzeix;4.1
87064;Eymoutiers;2.9
8707;Eymoutiers;2.7
87106;Nexon;2.6
8712;Limoges-5;5
87126;Rochechouart;3.4
87154;Saint-Junien;4
8716;Limoges-9;3.6
87161;Saint-Léonard-de-Noblat;3.4
8717;Panazol;4.5
87187;Saint-Yrieix-la-Perche;3.6
8720;Saint-Léonard-de-Noblat;3.1
8799;Limoges;5.1
8802;Bruyères;2.3
8803;Charmes;3.1
8804;Darney;2.1
8805;Épinal-1;4.1
8806;Épinal-2;4
8807;Gérardmer;3.4
88075;La Bresse;2.9
88078;Bruyères;3.7
8808;Golbey;4.8
88090;Charmes;3.1
8811;Raon-l'Etape;3.7
88114;Contrexéville;4
8813;Saint-Dié-des-Vosges-1;4.3
8814;Saint-Dié-des-Vosges-2;3.8
8816;Le Val-d'Ajol;2.3
88196;Gérardmer;4.6
88304;Mirecourt;3.3
88321;Neufchâteau;3.2
88367;Rambervillers;3.3
88372;Raon-l'Étape;3.9
88383;Remiremont;4.1
88408;Rupt-sur-Moselle;2.5
88468;Le Thillot;2.4
88486;Vagney;3.3
88487;Le Val-d'Ajol;2.4
88516;Vittel;3.6
88530;Xertigny;2.3
8898;Épinal;5.1
8899;Saint-Dié-des-Vosges;4
89003;Montholon;1.9
