code;deces_domicilies_2024;part_75_ans_plus;taux_pauvrete;revenu_median;part_sans_diplome;part_ouvriers;part_familles_monoparentales;part_moins_15_ans;taille_menage;part_locataires;part_locataires_HLM;part_suroccupation;part_residences_principales;part_appartements;part_maisons;densite_population;part_benef_ophtalmo;apl_generaliste;densite_orthophonistes;densite_generalistes;densite_infirmiers;densite_sages_femmes;part_benef_ald;densite_pharmacies;libelle
72373;72;16.4;10.5;21900.0;29.5;36.6;9.7;15.2;2.03;25.7;5.5;0.0;75.8;6.4;93.3;32.1;22.6;2.0;20.8;6.3;8.3;0.0;22.0;4.2;Vibraye
73006;46;9.0;10.7;23660.0;15.0;23.1;14.5;16.4;2.12;28.1;9.9;0.3;23.7;77.1;22.5;43.2;22.3;3.6;24.3;7.3;12.1;0.0;12.7;3.6;Aime-la-Plagne
73008;541;12.0;10.0;25840.0;14.7;18.0;15.0;15.5;2.02;37.5;9.9;0.5;79.7;61.7;37.3;493.3;31.7;3.8;42.2;10.2;17.8;3.0;17.0;3.0;Aix-les-Bains
73010;92;6.8;6.3;26430.0;13.5;27.2;10.3;19.8;2.42;22.4;9.4;0.3;90.6;25.9;73.7;165.3;30.8;3.7;42.3;10.1;14.4;3.4;12.6;2.5;Entrelacs
73011;472;10.3;11.6;23490.0;19.1;22.9;15.7;17.6;2.14;36.3;15.1;0.4;83.8;44.9;54.4;140.6;25.0;3.3;32.8;7.2;11.7;2.4;16.8;2.9;Albertville
73034;51;11.3;11.3;22980.0;17.5;17.3;11.8;12.7;2.0;25.8;9.5;0.0;19.6;68.8;30.9;14.6;21.8;6.4;0.0;23.4;23.4;0.0;15.7;5.9;Beaufort
73054;107;8.7;14.1;23260.0;14.2;20.6;18.5;16.0;2.05;38.0;12.9;0.0;28.7;78.6;21.0;28.4;17.4;4.5;44.5;10.4;17.8;3.0;13.0;5.2;Bourg-Saint-Maurice
73055;57;9.4;14.0;23730.0;11.6;19.3;13.5;15.8;2.03;29.7;14.0;0.0;23.5;69.1;30.8;21.7;20.3;5.9;0.0;16.5;9.0;0.0;13.1;6.0;Bozel
73065;1258;10.1;12.2;24470.0;15.0;16.8;16.6;16.4;2.04;45.8;18.6;0.6;88.1;67.4;31.5;374.0;21.3;5.1;56.8;12.7;13.4;3.3;16.2;3.0;Chambéry
73157;70;13.0;13.2;22970.0;16.2;20.3;14.8;15.0;2.04;29.2;9.2;0.6;29.0;74.6;24.5;9.9;26.2;5.2;23.7;9.5;16.6;2.4;14.8;4.7;Modane
73171;86;10.2;8.5;24030.0;18.1;27.2;15.8;18.2;2.24;37.2;21.0;0.3;89.8;47.2;51.5;206.6;21.6;3.8;35.5;10.7;17.8;4.7;15.2;2.4;Montmélian
73181;176;9.3;14.6;22790.0;16.2;23.0;14.2;15.5;2.04;36.1;15.0;0.4;24.3;77.5;21.8;33.5;21.3;4.8;43.1;15.6;15.6;2.2;14.8;5.4;Moûtiers
73215;84;9.2;7.8;24350.0;15.9;31.3;13.5;17.9;2.28;23.7;10.7;0.6;80.3;20.6;78.1;81.3;24.7;3.2;53.5;10.7;17.1;4.3;17.8;1.1;Valgelon-La Rochette
73236;103;9.1;9.8;22980.0;18.5;37.3;15.2;19.5;2.29;27.0;9.0;0.6;84.7;19.3;79.5;115.5;30.9;2.9;41.0;9.2;17.4;0.0;17.7;3.1;Saint-Genix-les-Villages
73248;312;12.4;11.1;23300.0;18.2;24.7;13.1;15.1;2.06;30.3;11.3;0.3;37.0;62.6;36.8;28.3;29.2;4.0;21.9;9.9;16.1;2.9;17.9;5.5;Saint-Jean-de-Maurienne
73270;162;8.9;7.7;24540.0;16.4;27.1;12.2;18.4;2.25;26.0;9.2;0.1;79.8;21.7;77.3;60.9;24.6;2.9;54.7;9.7;13.4;2.4;15.8;2.4;Saint-Pierre-d'Albigny
73303;78;11.9;12.5;23050.0;21.2;35.5;16.1;16.5;2.08;44.6;31.5;0.5;85.9;47.4;51.2;113.6;25.4;3.2;34.0;7.9;15.9;2.2;19.4;3.4;Ugine
73304;12;3.8;20.8;22280.0;10.2;15.0;17.6;17.6;1.96;43.7;23.4;1.4;12.8;96.5;2.9;20.0;16.4;8.5;0.0;34.0;0.0;5.8;8.2;8.5;Val-d'Isère
73330;72;9.9;8.2;24980.0;13.5;21.9;13.9;18.3;2.22;21.8;7.0;0.0;81.2;17.3;82.3;62.1;24.9;2.3;25.5;8.9;11.5;2.5;16.8;2.6;Yenne
74010;1707;9.8;8.4;27840.0;13.6;17.0;15.3;16.8;2.08;41.2;13.6;0.6;85.4;71.1;27.8;420.3;28.4;4.7;52.6;11.9;8.5;3.1;14.5;2.6;Annecy
74012;637;6.9;14.8;29080.0;18.2;18.8;17.4;19.5;2.17;46.2;14.9;1.2;83.2;67.1;32.3;540.2;23.9;3.1;8.6;5.9;4.6;1.9;12.2;2.5;Annemasse
74042;168;6.5;9.0;27130.0;19.2;32.3;13.7;19.4;2.27;38.3;13.2;0.3;82.6;51.4;48.4;197.6;29.1;2.9;18.2;5.8;5.5;5.9;13.7;2.2;Bonneville
74043;49;5.9;6.3;33780.0;12.3;27.9;14.9;20.2;2.37;31.3;7.9;0.6;87.5;35.9;63.9;230.8;22.9;2.2;12.0;3.6;1.2;0.0;11.4;1.2;Bons-en-Chablais
74056;93;10.2;15.1;24240.0;11.2;13.3;16.8;15.9;2.03;36.8;13.5;0.8;31.1;69.3;30.1;61.9;24.2;5.5;39.6;14.2;11.9;3.1;14.0;5.5;Chamonix-Mont-Blanc
74081;395;7.6;11.6;24370.0;24.5;31.7;16.1;19.5;2.28;39.9;15.6;0.6;69.1;64.9;34.3;244.8;26.2;3.0;20.8;8.0;7.2;2.7;16.6;3.2;Cluses
74096;95;4.8;5.2;37900.0;9.1;26.0;13.5;21.9;2.38;28.7;7.1;0.3;87.6;36.9;62.3;144.9;25.8;3.4;39.1;8.9;3.9;6.7;10.1;0.6;Cruseilles
74105;103;6.8;8.7;38320.0;12.1;15.8;16.3;20.2;2.23;31.5;8.7;0.4;78.6;41.0;58.2;281.7;19.1;1.9;23.2;3.7;7.9;5.4;10.6;2.3;Douvaine
74123;142;10.7;9.2;25100.0;17.2;23.2;11.6;15.6;2.13;29.9;12.2;0.2;76.8;42.5;57.2;86.5;28.5;3.6;42.9;9.2;11.6;3.6;17.1;1.8;Faverges-Seythenex
74137;73;6.5;5.0;32640.0;9.2;21.5;9.8;21.0;2.45;21.7;5.3;0.1;89.5;28.9;70.7;107.2;27.8;4.0;66.6;10.3;4.2;3.7;11.7;1.8;Groisy
74191;64;9.4;14.4;24500.0;12.8;18.8;10.4;16.8;2.17;24.7;5.0;0.1;19.9;73.1;26.3;42.4;20.4;4.7;34.3;13.7;12.6;2.3;12.9;5.7;Morzine
74220;103;7.2;7.5;34290.0;13.7;20.3;13.5;19.5;2.27;30.9;8.1;0.5;87.8;41.5;58.1;227.9;27.8;2.1;21.2;4.2;9.2;4.1;12.8;2.1;Reignier-Ésery
74224;159;6.2;7.7;31240.0;13.9;22.6;16.2;19.6;2.25;33.2;9.4;0.4;87.7;49.2;49.5;265.8;28.7;2.4;39.3;3.9;3.1;5.2;13.5;1.7;La Roche-sur-Foron
74225;306;6.9;7.1;25780.0;15.8;28.6;13.5;19.9;2.35;28.2;9.8;0.4;87.9;36.6;63.1;114.7;28.3;2.8;34.8;6.3;10.4;1.9;13.7;2.1;Rumilly
74236;166;12.6;10.6;24300.0;15.8;19.5;15.2;14.2;1.98;28.2;7.0;0.4;21.7;72.6;26.9;47.3;25.3;5.5;48.6;17.4;16.7;1.4;16.6;6.9;Saint-Gervais-les-Bains
74243;236;5.7;9.6;40200.0;12.7;15.6;18.1;20.9;2.21;39.2;10.7;0.9;82.7;58.4;41.1;308.0;16.9;2.3;17.9;4.2;4.0;1.6;9.8;1.8;Saint-Julien-en-Genevois
74256;305;9.6;9.0;25570.0;16.9;20.7;14.5;16.1;2.08;34.7;9.7;0.3;69.8;62.3;37.2;166.2;25.8;4.4;46.6;9.9;12.8;5.6;16.3;2.6;Sallanches
74258;41;10.1;11.3;25120.0;12.0;18.9;15.2;14.5;2.03;26.1;5.9;0.2;21.8;54.9;42.7;17.9;27.5;3.7;22.7;15.9;18.1;0.0;14.9;4.5;Samoëns
74269;111;8.4;7.9;26960.0;16.4;21.5;13.1;18.8;2.26;26.5;6.7;0.4;79.4;26.2;73.0;65.8;25.9;1.7;40.2;5.6;8.8;1.6;14.1;2.4;Seyssel
74276;69;7.9;7.4;27450.0;13.0;18.9;12.7;18.4;2.28;22.7;3.8;0.5;53.6;41.2;58.5;74.7;26.5;5.2;59.7;8.4;9.6;7.2;14.2;2.4;Taninges
74280;126;9.1;7.5;25730.0;15.2;24.4;10.6;16.9;2.17;33.2;5.9;0.3;34.7;68.1;31.6;58.2;26.3;5.0;39.6;11.9;11.2;4.0;13.0;4.0;Thônes
74281;907;8.9;9.8;28290.0;15.4;20.6;14.9;18.7;2.16;37.0;12.5;0.6;68.1;57.3;42.2;203.3;23.4;2.9;29.4;6.8;9.8;2.6;;2.8;Thonon-les-Bains
74311;120;7.3;6.3;30230.0;15.1;19.2;14.3;19.9;2.35;26.0;6.8;0.4;75.0;34.1;65.6;129.3;26.6;2.7;20.3;8.1;12.9;2.7;13.7;1.4;Viuz-en-Sallaz
75056;66555;7.1;16.8;25160.0;17.5;11.7;21.0;18.8;2.24;53.2;23.1;2.9;88.6;78.6;19.6;3498.4;21.7;3.4;24.9;6.6;7.0;2.1;;2.9;Paris
76034;121;7.4;9.5;22530.0;22.7;33.4;10.0;20.6;2.45;24.9;10.3;0.1;89.5;8.7;90.6;70.4;23.0;4.0;58.5;8.5;10.4;2.6;;2.6;Val-de-Scie
76035;235;11.2;15.5;20950.0;31.3;42.9;12.3;17.8;2.28;23.9;5.7;0.4;83.4;5.9;92.9;39.4;25.7;3.5;5.6;6.8;15.2;2.2;20.1;3.4;Aumale
76057;302;8.5;10.6;23240.0;24.0;26.1;13.5;19.2;2.32;36.5;24.4;0.1;94.8;23.6;76.1;185.5;35.0;3.6;42.5;7.6;11.5;1.8;18.3;2.4;Barentin
76101;143;11.8;15.2;20790.0;35.2;44.8;12.6;15.6;2.15;30.9;10.2;0.4;85.5;12.3;87.2;46.8;27.7;3.5;8.7;10.4;14.7;1.7;21.6;2.6;Blangy-sur-Bresle
76114;287;8.0;14.0;21670.0;24.7;25.5;13.9;19.7;2.33;36.8;16.8;0.1;91.2;24.2;75.5;216.9;27.8;2.8;19.1;4.2;14.9;0.8;17.1;1.5;Bolbec
76146;63;8.2;6.9;23980.0;21.0;22.7;8.7;19.5;2.4;20.6;0.7;0.3;90.6;8.1;91.5;60.5;23.2;3.8;12.6;6.3;12.6;2.5;18.5;1.3;Buchy
76159;153;8.5;12.3;22000.0;25.7;26.7;13.5;18.9;2.32;34.2;13.9;0.2;75.8;10.0;88.3;70.3;29.9;2.7;23.5;3.1;11.7;0.0;19.0;2.3;Cany-Barville
76164;122;10.4;10.7;23150.0;23.4;30.7;10.3;16.8;2.19;31.9;14.4;0.4;89.4;23.4;75.7;62.2;32.9;3.8;18.2;6.4;10.9;0.0;19.4;1.8;Rives-en-Seine
76196;100;7.5;5.0;25880.0;16.5;21.5;7.9;19.8;2.52;16.6;3.5;0.1;91.2;6.8;92.3;140.4;27.3;2.9;22.9;6.9;9.2;3.0;16.1;2.3;Criquetot-l'Esneval
76217;893;11.9;16.1;21420.0;25.9;24.1;15.8;16.1;2.08;41.8;22.4;0.3;82.5;38.7;60.5;147.2;29.7;3.3;14.1;6.6;14.3;1.6;20.1;3.1;Dieppe
76219;61;7.3;11.3;22400.0;23.3;28.5;10.1;20.3;2.36;28.7;10.2;0.1;86.0;11.7;87.8;78.0;30.4;3.2;0.0;4.7;5.8;0.0;;2.3;Doudeville
76222;170;9.7;9.9;23190.0;25.4;31.5;11.8;16.9;2.22;31.8;17.7;0.2;91.6;18.0;81.7;144.1;34.3;2.9;19.1;7.7;13.4;0.9;20.2;3.3;Duclair
76255;411;12.7;14.2;21500.0;29.7;33.8;12.4;13.8;2.03;32.4;9.8;0.4;63.8;29.2;69.7;141.7;29.7;3.6;31.7;7.7;18.7;1.4;22.7;3.5;Eu
76258;105;8.8;9.7;22930.0;23.4;28.8;8.0;19.5;2.43;28.4;7.7;0.0;91.2;10.1;89.3;83.4;30.0;3.1;0.0;4.4;16.7;0.0;17.0;2.2;Terres-de-Caux
76259;529;10.9;13.3;21960.0;25.0;22.6;13.9;16.6;2.13;38.0;15.8;0.2;78.7;27.5;72.2;166.9;27.2;3.0;23.9;5.0;18.4;2.3;18.7;2.9;Fécamp
76276;170;12.3;14.7;20960.0;29.8;24.3;10.9;16.6;2.16;29.2;7.5;0.2;83.5;11.6;87.8;40.3;24.9;4.2;23.1;9.2;17.7;3.0;21.7;3.1;Forges-les-Eaux
76302;81;7.6;7.1;24320.0;19.3;30.7;8.7;19.7;2.49;21.5;2.9;0.0;90.4;9.8;89.0;111.1;30.2;2.8;67.2;5.0;13.4;1.7;16.1;2.5;Goderville
76312;260;11.0;13.3;21730.0;28.5;32.3;13.0;16.6;2.19;30.6;12.2;0.6;83.1;17.3;81.9;52.4;26.3;2.2;4.6;5.1;12.5;0.9;21.6;2.3;Gournay-en-Bray
76351;2415;10.0;18.4;21670.0;23.2;22.6;21.2;17.8;2.06;53.3;29.0;0.6;88.6;62.8;36.3;1058.1;21.5;3.5;26.4;7.9;15.8;2.7;18.0;2.8;Le Havre
76400;119;10.8;10.7;22360.0;26.8;44.4;11.3;16.2;2.19;27.6;10.0;0.2;75.7;6.0;93.2;76.6;30.2;3.5;17.2;6.9;14.6;0.0;;2.6;Luneray
76462;184;11.8;14.7;21170.0;28.5;25.2;12.6;16.9;2.2;30.0;10.3;0.1;84.9;15.5;83.4;43.0;24.4;4.4;17.7;8.8;9.4;3.5;20.0;1.8;Neufchâtel-en-Bray
76476;279;8.3;12.2;22780.0;23.4;30.6;13.1;19.8;2.32;36.6;23.0;0.2;93.2;23.8;75.7;171.6;29.3;2.6;3.0;4.2;11.1;0.0;16.8;2.4;Port-Jérôme-sur-Seine
76482;96;9.5;8.5;23690.0;23.1;35.4;9.2;17.5;2.26;25.7;10.3;0.1;81.2;9.3;90.1;86.3;30.5;4.2;23.9;9.6;10.4;4.7;19.7;2.4;Offranville
76540;5109;9.3;16.9;22560.0;21.2;19.6;19.4;17.5;2.06;51.9;25.0;0.4;90.8;54.0;45.1;513.1;24.5;4.5;32.5;9.4;11.2;2.4;18.5;2.8;Rouen
76647;155;8.4;5.2;26460.0;18.3;40.9;9.8;19.0;2.46;19.2;6.3;0.1;93.6;11.9;87.7;114.6;25.7;3.5;17.1;7.4;14.3;3.5;14.6;1.1;Saint-Romain-de-Colbosc
76648;89;10.2;13.2;21720.0;27.4;32.0;14.0;18.3;2.29;31.2;10.1;0.0;89.3;14.2;85.6;59.0;24.1;4.2;102.4;11.9;11.9;3.3;18.7;1.7;Saint-Saëns
76655;132;12.3;12.8;22770.0;25.3;32.1;12.9;15.2;2.07;39.6;16.8;0.3;61.9;23.5;75.5;98.7;31.0;3.3;22.9;8.0;14.9;4.4;;3.4;Saint-Valery-en-Caux
76752;82;7.7;7.7;23260.0;22.6;38.4;10.8;19.7;2.41;26.0;8.5;0.1;93.1;8.2;90.5;95.0;32.7;3.1;11.3;3.4;6.8;0.0;18.0;1.1;Yerville
76758;345;9.3;10.4;23260.0;24.0;25.2;12.0;17.5;2.21;37.7;14.8;0.2;91.5;22.6;76.9;133.3;32.9;4.2;41.3;9.2;8.9;3.1;18.5;2.5;Yvetot
77051;125;11.5;10.5;22920.0;27.8;26.7;16.0;17.7;2.3;24.9;7.2;0.3;79.5;14.8;82.9;52.4;31.2;1.4;0.0;2.7;12.1;2.6;21.1;1.3;Bray-sur-Seine
77053;285;7.1;7.7;27450.0;15.7;25.2;15.9;19.7;2.37;31.1;11.5;1.1;93.2;39.3;60.0;359.7;29.5;2.4;18.6;5.1;10.0;1.3;14.9;2.3;Brie-Comte-Robert
77088;55;9.1;6.9;27560.0;15.9;15.9;15.1;16.9;2.33;15.2;6.2;0.8;80.8;10.4;89.1;57.9;31.6;2.2;30.5;6.1;18.3;8.9;16.4;3.1;La Chapelle-la-Reine
77100;66;7.3;5.0;27690.0;14.5;29.9;12.8;18.0;2.4;15.5;3.5;0.3;86.2;10.9;85.4;86.5;31.0;1.8;11.2;3.4;13.4;2.2;17.0;1.1;Le Châtelet-en-Brie
77118;157;7.0;6.4;28220.0;15.4;19.0;16.9;19.5;2.43;28.6;7.3;0.8;93.2;33.5;65.7;276.9;19.9;2.8;13.7;7.8;7.8;2.7;15.9;2.3;Claye-Souilly
77131;461;7.7;9.8;24660.0;20.8;20.3;15.5;19.7;2.42;27.6;9.9;0.8;88.8;25.6;73.2;129.4;24.8;2.3;20.3;4.7;9.3;1.3;16.9;2.5;Coulommiers
77142;83;6.7;6.4;27650.0;14.6;18.5;14.9;19.9;2.46;20.7;2.3;0.8;88.0;20.0;79.2;166.6;23.6;2.2;24.7;1.6;5.8;3.2;14.0;1.6;Crécy-la-Chapelle
77153;196;4.5;7.2;26240.0;17.7;26.9;17.7;22.2;2.59;28.3;7.7;1.8;92.7;28.5;69.3;256.6;17.8;2.3;10.4;3.9;7.0;0.5;14.2;2.8;Dammartin-en-Goële
77171;147;7.0;6.0;28590.0;14.1;17.3;14.1;19.6;2.51;16.8;2.7;1.1;90.5;19.7;79.5;400.2;23.8;2.0;7.9;3.2;7.5;3.1;14.3;2.0;Esbly
77182;193;8.4;12.4;22870.0;24.3;26.9;15.2;19.2;2.39;24.1;6.3;0.4;83.7;16.7;82.2;54.3;26.3;1.5;9.3;3.7;13.9;0.9;18.0;2.3;La Ferté-Gaucher
77183;300;7.4;11.6;23390.0;21.0;19.6;18.2;19.5;2.43;27.3;4.8;1.3;85.2;25.0;74.3;126.7;23.2;2.1;3.1;4.3;9.9;1.2;15.6;2.2;La Ferté-sous-Jouarre
77186;557;11.7;9.5;28270.0;13.9;12.2;17.4;16.3;2.08;36.8;8.4;0.8;85.5;48.5;50.5;198.0;30.2;3.0;36.2;8.3;11.6;3.1;16.2;3.4;Fontainebleau
77192;149;5.8;6.7;26150.0;17.9;30.7;15.3;21.8;2.59;24.0;8.7;0.8;91.5;24.7;74.7;179.3;30.0;1.8;15.2;4.2;8.4;2.3;14.8;1.9;Fontenay-Trésigny
77268;87;3.1;7.5;28460.0;11.3;16.8;16.8;22.5;2.57;38.1;9.0;0.6;75.2;48.9;49.6;485.6;22.7;2.2;31.0;6.2;6.2;4.0;11.9;2.1;Magny-le-Hongre
77284;802;6.1;14.9;23170.0;20.7;20.8;20.9;21.6;2.46;42.7;19.5;2.0;91.8;48.9;49.5;280.5;17.0;2.6;17.2;6.3;7.3;2.3;14.7;2.4;Meaux
77288;748;6.6;20.1;21570.0;21.5;15.3;23.9;22.0;2.36;52.8;28.6;2.3;91.3;65.7;32.9;929.1;25.6;1.9;20.0;5.2;9.7;1.9;17.2;2.3;Melun
77305;565;8.5;18.4;21570.0;26.0;25.5;17.3;20.9;2.49;36.2;18.5;1.2;88.7;30.7;68.7;126.3;26.6;2.4;10.0;5.2;13.2;0.7;16.6;2.0;Montereau-Fault-Yonne
77316;273;9.2;9.3;25480.0;17.5;14.0;15.9;16.9;2.26;27.4;11.7;0.7;88.4;24.6;74.6;302.7;30.6;2.9;30.2;4.4;12.7;3.9;16.7;2.3;Moret-Loing-et-Orvanne
77327;301;7.1;11.0;23930.0;19.4;25.5;15.2;20.5;2.5;26.4;11.5;0.9;88.9;20.9;77.8;78.3;29.4;1.6;2.8;2.3;9.7;1.1;;2.0;Nangis
77333;410;10.0;13.3;23370.0;23.0;23.2;16.6;17.7;2.28;30.7;15.5;0.6;85.1;25.1;74.5;100.3;28.9;2.3;26.0;4.9;10.7;2.5;18.7;3.1;Nemours
77379;422;9.4;15.0;22220.0;26.5;19.9;17.7;18.2;2.32;33.7;13.5;0.9;83.0;26.5;72.4;60.5;30.7;2.2;13.3;4.0;13.0;1.0;;2.7;Provins
77393;64;7.3;5.6;26740.0;16.5;11.9;12.8;19.5;2.53;19.0;2.7;0.3;91.4;16.1;82.6;70.1;30.3;2.5;0.0;4.0;9.2;0.0;15.3;1.3;Rozay-en-Brie
77407;348;9.3;7.1;27860.0;16.1;19.5;15.1;18.6;2.33;27.5;12.3;0.6;88.5;29.4;69.9;275.3;30.4;2.2;26.6;4.5;10.4;1.6;16.0;2.7;Saint-Fargeau-Ponthierry
77437;32;5.8;5.6;25730.0;18.7;34.2;14.3;21.0;2.64;22.5;7.5;0.3;93.2;17.1;82.5;169.7;16.9;2.2;0.0;8.3;6.2;0.0;14.1;2.1;Saint-Soupplets
77458;177;12.0;15.5;21950.0;27.5;24.9;16.5;17.0;2.26;25.4;9.1;1.1;80.5;18.8;80.5;91.5;25.5;2.0;0.0;4.7;14.1;1.5;20.2;2.3;Souppes-sur-Loing
77470;158;6.3;9.1;26410.0;18.3;26.6;16.4;19.9;2.5;34.6;14.5;0.9;91.6;37.3;60.8;223.9;32.4;2.0;4.2;2.9;8.0;0.8;15.1;1.7;Tournan-en-Brie
78029;104;6.3;12.6;24000.0;21.0;30.8;18.9;21.3;2.43;42.8;27.2;0.8;94.3;53.5;46.3;768.0;24.6;3.4;6.0;9.0;4.2;5.8;15.0;2.4;Aubergenville
78089;128;7.9;11.9;23930.0;20.9;23.1;15.7;20.4;2.42;29.8;15.6;0.5;87.8;23.2;74.7;203.7;29.7;1.8;22.7;3.4;5.1;2.2;16.8;1.7;Bonnières-sur-Seine
78217;261;7.9;5.5;29550.0;12.7;19.2;15.2;19.8;2.48;20.7;8.6;0.5;90.5;21.2;78.0;279.5;32.7;2.5;39.6;5.3;7.9;3.1;14.5;2.1;Épône
78220;71;9.1;5.4;31050.0;12.1;19.5;13.6;18.3;2.37;21.1;10.4;0.3;92.8;21.7;77.9;231.5;36.7;2.7;58.0;4.8;3.9;1.9;15.0;2.9;Les Essarts-le-Roi
78267;120;7.1;9.0;25210.0;19.6;23.1;14.8;19.9;2.45;25.3;11.1;0.4;90.6;23.1;76.4;676.2;27.4;3.2;15.9;6.9;6.3;1.1;15.5;2.6;Gargenville
78310;207;7.9;5.0;29300.0;14.0;21.0;11.6;18.6;2.42;16.4;2.6;0.2;86.0;12.8;86.7;102.4;28.3;1.8;22.9;1.9;5.3;3.7;14.1;1.5;Houdan
78361;871;7.3;21.2;21140.0;25.7;20.4;19.9;22.3;2.52;47.7;26.9;2.6;92.4;51.8;46.6;488.7;27.9;2.7;16.3;4.9;6.3;1.5;16.1;2.4;Mantes-la-Jolie
78420;112;14.1;5.6;35020.0;14.6;19.5;11.1;15.9;2.32;18.4;2.3;0.0;86.1;17.7;81.9;201.7;36.2;2.3;92.5;10.8;4.6;5.9;15.3;1.5;Montfort-l'Amaury
78455;150;11.9;5.0;39960.0;6.4;13.0;10.8;18.5;2.45;17.0;5.0;0.4;91.4;34.8;64.0;420.3;39.0;2.7;32.8;7.5;6.1;2.7;14.7;2.8;Noisy-le-Roi
78486;73;9.0;5.2;30260.0;12.7;19.4;11.5;16.4;2.26;22.7;4.4;0.3;89.2;20.9;74.8;128.6;36.9;2.6;20.2;7.1;14.1;2.0;15.6;3.0;Le Perray-en-Yvelines
78513;58;8.5;5.0;31100.0;12.2;19.5;12.5;18.3;2.41;16.8;1.6;0.7;87.3;13.5;83.5;132.4;33.5;2.2;24.3;4.9;8.5;2.4;13.1;2.4;La Queue-les-Yvelines
78517;280;11.2;7.0;28680.0;14.1;14.8;15.8;16.9;2.11;41.2;16.0;0.9;90.6;56.3;42.8;250.1;35.7;3.1;37.4;6.8;5.9;3.0;16.0;2.2;Rambouillet
78537;103;7.7;5.0;28950.0;13.9;22.6;11.9;18.5;2.46;18.3;4.4;0.4;89.1;16.4;83.3;88.8;33.8;2.7;45.5;5.2;9.1;0.0;15.0;1.9;Saint-Arnoult-en-Yvelines
79005;150;14.5;14.7;20880.0;26.9;38.9;11.8;14.7;2.05;21.0;5.0;0.1;77.7;3.3;96.0;24.9;25.9;3.7;30.2;10.1;15.1;2.0;21.3;3.0;Airvault
79048;98;8.9;5.0;25200.0;14.5;41.8;7.9;17.8;2.28;17.7;2.4;0.2;93.5;2.0;97.5;138.6;32.4;3.7;9.5;5.7;8.6;0.0;16.4;1.9;La Crèche
79049;323;11.6;15.3;21180.0;25.4;28.9;11.3;18.5;2.21;30.4;8.2;0.7;90.6;14.1;85.5;59.0;31.1;3.0;12.7;7.0;9.5;3.8;16.8;3.2;Bressuire
79061;90;9.2;6.9;23820.0;16.9;31.0;13.3;17.5;2.31;21.8;7.2;0.0;91.1;3.4;96.2;69.1;29.4;2.8;0.0;6.3;9.5;0.0;15.9;3.2;Celles-sur-Belle
79062;117;11.4;12.2;21130.0;26.8;40.9;9.2;18.4;2.28;23.3;10.8;0.1;90.2;6.3;93.2;66.7;33.2;2.8;0.0;5.1;11.0;4.4;18.8;2.9;Cerizay
79079;92;9.5;9.3;21760.0;19.4;36.3;6.8;20.4;2.41;22.2;7.6;0.0;91.1;4.9;95.0;64.1;32.6;1.9;18.8;2.8;7.5;1.9;15.3;1.9;Mauléon
79083;104;15.8;19.4;19820.0;29.4;34.9;9.7;12.3;2.02;21.6;2.3;0.1;72.0;4.0;93.9;23.4;21.3;2.4;0.0;10.5;21.0;0.0;21.9;4.5;Chef-Boutonne
79101;152;12.4;12.0;21880.0;21.6;25.3;10.0;17.5;2.23;20.6;3.7;0.1;81.7;3.4;95.6;44.5;30.8;1.8;18.4;3.7;15.7;1.8;17.6;3.7;Coulonges-sur-l'Autize
79174;332;15.4;14.2;21450.0;24.6;23.3;12.5;14.8;2.07;26.1;7.7;0.2;82.3;5.2;93.3;36.6;25.8;3.5;5.3;10.0;15.8;2.1;;3.7;Melle
79179;170;13.5;14.0;20860.0;26.8;39.5;9.8;16.7;2.22;21.4;5.1;0.5;82.2;5.1;94.4;45.9;31.7;2.5;0.0;5.6;8.0;1.6;18.7;3.2;Moncoutant-sur-Sèvre
79191;1392;10.7;10.8;24120.0;17.4;15.7;14.3;16.4;2.05;36.0;11.0;0.3;89.3;23.5;75.6;131.3;30.4;3.7;16.4;7.6;10.9;3.0;;3.4;Niort
79195;87;10.5;14.0;20760.0;25.5;49.8;8.9;19.3;2.37;29.1;11.5;0.6;90.9;5.8;92.8;52.5;31.0;2.3;13.2;6.6;9.3;0.0;17.2;1.3;Nueil-les-Aubiers
79202;499;14.3;14.1;20910.0;26.8;27.3;12.7;15.4;2.06;29.0;5.9;0.3;85.8;11.7;87.5;48.4;23.0;2.5;8.3;5.5;13.3;3.2;19.5;3.9;Parthenay
79270;331;11.2;13.0;21500.0;21.1;26.8;13.4;16.4;2.18;26.6;6.9;0.3;83.8;10.6;89.1;56.7;25.2;2.6;14.9;4.5;14.6;1.5;17.3;3.4;Saint-Maixent-l'École
79307;62;16.1;21.5;19790.0;28.2;26.8;11.8;12.4;2.03;18.0;1.8;0.1;71.9;2.6;94.9;28.9;17.3;3.4;0.0;7.1;10.7;3.6;20.9;1.8;Sauzé-entre-Bois
79311;57;15.8;15.4;20520.0;30.6;36.2;10.4;15.0;2.09;23.2;2.9;0.6;81.8;2.9;96.8;27.8;25.6;1.9;0.0;5.1;10.2;0.0;19.9;2.5;Secondigny
79329;396;12.5;14.5;21120.0;25.7;36.0;13.2;16.5;2.09;26.8;8.2;0.2;85.2;10.8;88.2;57.7;33.1;3.0;5.8;5.8;13.1;1.7;19.5;3.5;Thouars
80001;552;10.7;17.3;21090.0;27.3;25.8;16.5;16.5;2.13;39.3;18.8;0.3;88.3;25.5;73.7;97.5;30.5;4.4;29.7;8.3;15.3;1.6;19.6;3.4;Abbeville
